codgeo,ze2020,economic_sphere,unit_loc_2024
25403,2715,PRESENTIAL,17
25537,2706,PRODUCTIVE,1
25534,2715,PRODUCTIVE,3
25384,2718,PRESENTIAL,0
25491,2706,PRESENTIAL,3
25583,2714,PRESENTIAL,2
25446,2706,PRESENTIAL,5
25442,2715,PRESENTIAL,19
25476,2714,PRODUCTIVE,2
25468,2706,PRODUCTIVE,4
25477,2706,PRESENTIAL,5
25463,2714,PRODUCTIVE,27
25321,2715,PRODUCTIVE,22
25330,2706,PRESENTIAL,5
25429,2706,PRODUCTIVE,5
25433,2715,PRESENTIAL,1
25536,2706,PRODUCTIVE,2
25514,2715,PRESENTIAL,2
25499,2706,PRODUCTIVE,0
25385,2718,PRODUCTIVE,3
25395,2706,PRODUCTIVE,7
25300,2706,PRESENTIAL,2
25301,2715,PRESENTIAL,14
25278,2706,PRODUCTIVE,12
25328,2706,PRODUCTIVE,2
25544,2706,PRODUCTIVE,8
25548,2714,PRODUCTIVE,1
25580,2714,PRESENTIAL,123
25561,2706,PRODUCTIVE,2
25512,2715,PRESENTIAL,59
25288,2715,PRODUCTIVE,21
25305,2706,PRODUCTIVE,11
25374,2706,PRESENTIAL,9
25475,2706,PRESENTIAL,52
25473,2706,PRODUCTIVE,7
25334,2715,PRODUCTIVE,32
25318,2715,PRESENTIAL,35
25333,2715,PRESENTIAL,5
25339,2715,PRESENTIAL,4
25431,2714,PRODUCTIVE,2
25300,2706,PRODUCTIVE,8
25382,2706,PRODUCTIVE,4
25390,2715,PRODUCTIVE,24
25487,2715,PRODUCTIVE,0
25482,2706,PRODUCTIVE,4
25511,2706,PRESENTIAL,6
25517,2715,PRESENTIAL,2
25357,2715,PRESENTIAL,6
25362,2715,PRODUCTIVE,4
25304,2714,PRODUCTIVE,8
25333,2715,PRODUCTIVE,12
25316,2714,PRESENTIAL,2
25325,2715,PRESENTIAL,5
25410,2706,PRODUCTIVE,4
25432,2715,PRODUCTIVE,36
25554,2714,PRESENTIAL,2
25459,2715,PRESENTIAL,2
25388,2714,PRODUCTIVE,206
25498,2706,PRESENTIAL,1
25501,2715,PRODUCTIVE,1
25361,2715,PRESENTIAL,25
25367,2714,PRODUCTIVE,10
25320,2715,PRODUCTIVE,13
25312,2706,PRODUCTIVE,0
25318,2715,PRODUCTIVE,7
25527,2706,PRESENTIAL,146
25536,2706,PRESENTIAL,1
25458,2715,PRESENTIAL,2
25460,2706,PRESENTIAL,5
25438,2706,PRODUCTIVE,1
25425,2715,PRODUCTIVE,5
25420,2706,PRODUCTIVE,2
25498,2706,PRODUCTIVE,2
25375,2706,PRODUCTIVE,7
25364,2706,PRESENTIAL,40
25286,2715,PRESENTIAL,2
25557,2706,PRESENTIAL,3
25426,2714,PRODUCTIVE,5
25404,2715,PRESENTIAL,2
25460,2706,PRODUCTIVE,0
25446,2706,PRODUCTIVE,6
25474,2706,PRESENTIAL,1
25481,2714,PRODUCTIVE,2
25479,2714,PRODUCTIVE,6
25487,2715,PRESENTIAL,1
25473,2706,PRESENTIAL,9
25379,2706,PRESENTIAL,2
25313,2706,PRODUCTIVE,1
25452,2714,PRESENTIAL,8
25547,2714,PRESENTIAL,94
25521,2714,PRESENTIAL,1
25483,2715,PRODUCTIVE,2
25476,2714,PRESENTIAL,4
25373,2715,PRESENTIAL,1
25392,2715,PRODUCTIVE,2
25342,2706,PRODUCTIVE,6
25274,2714,PRODUCTIVE,1
25336,2706,PRODUCTIVE,5
25598,2706,PRODUCTIVE,3
25365,2714,PRESENTIAL,5
25339,2715,PRODUCTIVE,0
25348,2715,PRESENTIAL,10
25359,2706,PRODUCTIVE,3
25586,2714,PRESENTIAL,9
25612,2706,PRESENTIAL,10
26001,8431,PRODUCTIVE,6
25368,2706,PRODUCTIVE,15
25356,2715,PRODUCTIVE,49
26037,8431,PRESENTIAL,101
26038,8431,PRODUCTIVE,32
26095,8422,PRESENTIAL,44
26168,8431,PRESENTIAL,21
26124,8431,PRODUCTIVE,96
26106,8422,PRODUCTIVE,9
26141,8431,PRODUCTIVE,4
25608,2714,PRESENTIAL,1
25613,2706,PRESENTIAL,1
26210,8427,PRESENTIAL,14
25626,2706,PRESENTIAL,3
26003,8422,PRODUCTIVE,0
26033,0055,PRODUCTIVE,15
26166,8431,PRODUCTIVE,89
26209,0064,PRODUCTIVE,0
26193,0064,PRODUCTIVE,6
26060,8422,PRESENTIAL,3
26048,0064,PRESENTIAL,2
26077,8427,PRODUCTIVE,8
26149,8427,PRESENTIAL,11
26103,0064,PRESENTIAL,14
26111,8422,PRODUCTIVE,0
26099,0064,PRODUCTIVE,0
25601,2706,PRODUCTIVE,15
26009,8433,PRESENTIAL,39
26038,8431,PRESENTIAL,16
26058,8431,PRESENTIAL,408
26050,0064,PRODUCTIVE,3
26103,0064,PRODUCTIVE,4
26116,0055,PRODUCTIVE,75
26096,8427,PRODUCTIVE,17
26091,0064,PRESENTIAL,1
26189,0064,PRODUCTIVE,2
26160,8433,PRESENTIAL,33
26164,8431,PRESENTIAL,1
26183,8431,PRODUCTIVE,3
26024,8431,PRODUCTIVE,3
26027,8431,PRESENTIAL,4
25611,2706,PRESENTIAL,11
25589,2714,PRESENTIAL,1
25631,2706,PRODUCTIVE,3
25630,2706,PRODUCTIVE,1
26067,0064,PRODUCTIVE,2
26054,0055,PRESENTIAL,15
26068,8427,PRODUCTIVE,0
26048,0064,PRODUCTIVE,4
26211,0055,PRODUCTIVE,7
26201,0064,PRODUCTIVE,3
26200,0064,PRESENTIAL,4
26148,8433,PRESENTIAL,56
26142,8431,PRODUCTIVE,3
26077,8427,PRESENTIAL,15
26093,0055,PRESENTIAL,7
26079,8431,PRESENTIAL,17
26076,8431,PRODUCTIVE,0
26105,0064,PRODUCTIVE,0
26126,0064,PRESENTIAL,1
26181,0064,PRESENTIAL,6
26232,8431,PRODUCTIVE,6
26210,8427,PRODUCTIVE,8
26198,8422,PRODUCTIVE,604
26006,8431,PRESENTIAL,60
26145,0055,PRESENTIAL,6
26135,0064,PRODUCTIVE,2
26159,8431,PRODUCTIVE,2
26024,8431,PRESENTIAL,5
25584,2714,PRODUCTIVE,3
25609,2715,PRESENTIAL,8
26094,8433,PRESENTIAL,19
26104,0064,PRODUCTIVE,1
26168,8431,PRODUCTIVE,6
25625,2706,PRODUCTIVE,2
25633,2706,PRODUCTIVE,3
26190,0064,PRESENTIAL,1
26191,8422,PRESENTIAL,66
26212,8431,PRESENTIAL,21
26069,8431,PRESENTIAL,4
26051,8422,PRODUCTIVE,1
25600,2715,PRODUCTIVE,1
25611,2706,PRODUCTIVE,5
26146,0064,PRODUCTIVE,30
26149,8427,PRODUCTIVE,18
26075,0064,PRESENTIAL,1
26176,8422,PRODUCTIVE,15
26011,8431,PRODUCTIVE,35
25634,2715,PRESENTIAL,14
25622,2706,PRESENTIAL,2
26203,0064,PRESENTIAL,6
26194,8427,PRESENTIAL,6
26194,8427,PRODUCTIVE,5
26022,0064,PRESENTIAL,4
26026,0064,PRESENTIAL,1
25607,2714,PRODUCTIVE,1
25615,2714,PRESENTIAL,2
26238,0064,PRESENTIAL,8
26072,8431,PRODUCTIVE,9
26185,8422,PRESENTIAL,23
26175,8431,PRODUCTIVE,0
25627,2715,PRODUCTIVE,10
26121,8422,PRODUCTIVE,3
26013,0064,PRODUCTIVE,0
26016,0064,PRESENTIAL,11
26215,0064,PRODUCTIVE,1
26056,8422,PRODUCTIVE,10
26071,8431,PRESENTIAL,23
26056,8422,PRESENTIAL,37
26064,8431,PRESENTIAL,179
25609,2715,PRODUCTIVE,5
26153,0064,PRODUCTIVE,0
26139,8427,PRESENTIAL,48
26236,0064,PRESENTIAL,5
26226,0064,PRESENTIAL,5
26182,0064,PRESENTIAL,35
26162,8433,PRESENTIAL,8
26080,8431,PRESENTIAL,3
26088,8427,PRODUCTIVE,65
26098,8431,PRESENTIAL,5
26105,0064,PRESENTIAL,4
26125,8431,PRESENTIAL,32
26108,8431,PRESENTIAL,308
26057,8427,PRODUCTIVE,158
26065,8431,PRODUCTIVE,9
26030,8431,PRESENTIAL,2
26035,8431,PRODUCTIVE,4
26137,8431,PRESENTIAL,2
26232,8431,PRESENTIAL,10
26172,8433,PRODUCTIVE,15
26166,8431,PRESENTIAL,142
26082,0064,PRESENTIAL,1
26076,8431,PRESENTIAL,1
26004,8431,PRESENTIAL,117
25619,2715,PRESENTIAL,3
26017,8431,PRODUCTIVE,0
26118,8433,PRODUCTIVE,14
26111,8422,PRESENTIAL,4
26070,0064,PRODUCTIVE,8
26052,8422,PRESENTIAL,4
26227,0064,PRODUCTIVE,0
26148,8433,PRODUCTIVE,25
26139,8427,PRODUCTIVE,24
26146,0064,PRESENTIAL,91
26159,8431,PRESENTIAL,4
26161,0064,PRESENTIAL,1
26078,8422,PRODUCTIVE,10
26205,8431,PRODUCTIVE,1
26126,0064,PRODUCTIVE,0
26034,8427,PRESENTIAL,12
26021,8431,PRESENTIAL,5
26031,8422,PRODUCTIVE,14
26026,0064,PRODUCTIVE,1
26019,8431,PRESENTIAL,5
25618,2714,PRESENTIAL,3
26143,8433,PRODUCTIVE,10
26130,0064,PRESENTIAL,1
26181,0064,PRODUCTIVE,3
26179,8431,PRESENTIAL,42
26182,0064,PRODUCTIVE,13
26203,0064,PRODUCTIVE,5
26190,0064,PRODUCTIVE,0
26014,8427,PRESENTIAL,3
26084,8431,PRODUCTIVE,123
26228,8431,PRESENTIAL,1
26144,8431,PRESENTIAL,42
26150,0064,PRESENTIAL,1
26156,8431,PRESENTIAL,15
26154,0064,PRESENTIAL,1
26209,0064,PRESENTIAL,3
25635,2714,PRODUCTIVE,1
25630,2706,PRESENTIAL,1
26235,0055,PRODUCTIVE,252
26028,8427,PRESENTIAL,2
26018,0064,PRESENTIAL,1
26092,8427,PRODUCTIVE,9
26138,0055,PRESENTIAL,24
26061,8427,PRODUCTIVE,20
25590,2706,PRESENTIAL,2
26196,8431,PRESENTIAL,26
26206,8431,PRESENTIAL,54
26215,0064,PRESENTIAL,22
26217,8427,PRESENTIAL,2
26005,8422,PRESENTIAL,26
26102,8422,PRESENTIAL,3
26244,0064,PRESENTIAL,1
26226,0064,PRODUCTIVE,0
26021,8431,PRODUCTIVE,3
26185,8422,PRODUCTIVE,9
26177,8427,PRODUCTIVE,5
26179,8431,PRODUCTIVE,77
26069,8431,PRODUCTIVE,0
25591,2714,PRODUCTIVE,1
25602,2706,PRODUCTIVE,1
25626,2706,PRODUCTIVE,5
26225,8427,PRODUCTIVE,8
26239,0064,PRODUCTIVE,4
26123,0064,PRODUCTIVE,1
26117,8427,PRODUCTIVE,1
26118,8433,PRESENTIAL,24
26121,8422,PRESENTIAL,9
26022,0064,PRODUCTIVE,0
26167,8431,PRODUCTIVE,5
26083,8433,PRODUCTIVE,21
26087,8427,PRESENTIAL,17
26062,8431,PRODUCTIVE,2
26216,8433,PRODUCTIVE,14
26224,8431,PRODUCTIVE,5
26033,0055,PRESENTIAL,23
26188,0064,PRODUCTIVE,8
26106,8422,PRESENTIAL,15
25590,2706,PRODUCTIVE,0
25594,2706,PRESENTIAL,7
26067,0064,PRESENTIAL,1
26229,0064,PRESENTIAL,3
26165,8431,PRESENTIAL,171
26100,8431,PRODUCTIVE,1
25605,2706,PRESENTIAL,3
26208,8431,PRODUCTIVE,19
26134,8422,PRESENTIAL,2
26236,0064,PRODUCTIVE,2
26231,8427,PRESENTIAL,51
26055,8431,PRODUCTIVE,1
25634,2715,PRODUCTIVE,21
25621,2715,PRESENTIAL,4
26170,8431,PRODUCTIVE,43
26128,8431,PRESENTIAL,3
26101,8422,PRODUCTIVE,3
26090,8431,PRESENTIAL,1
26207,8427,PRESENTIAL,8
26201,0064,PRESENTIAL,1
25604,2706,PRODUCTIVE,1
26245,0064,PRESENTIAL,1
26064,8431,PRODUCTIVE,102
26049,8427,PRODUCTIVE,10
26060,8422,PRODUCTIVE,1
26156,8431,PRODUCTIVE,18
26178,8431,PRODUCTIVE,3
26027,8431,PRODUCTIVE,3
26128,8431,PRODUCTIVE,0
26102,8422,PRODUCTIVE,3
26079,8431,PRODUCTIVE,10
26085,8422,PRODUCTIVE,62
26047,8431,PRODUCTIVE,1
25623,2706,PRODUCTIVE,2
25635,2714,PRESENTIAL,4
26153,0064,PRESENTIAL,2
26222,8422,PRESENTIAL,1
26233,0064,PRESENTIAL,5
26041,8433,PRODUCTIVE,16
26114,8422,PRODUCTIVE,42
26075,0064,PRODUCTIVE,0
26137,8431,PRODUCTIVE,1
26133,8433,PRESENTIAL,4
26195,8431,PRESENTIAL,6
26204,8431,PRODUCTIVE,3
26195,8431,PRODUCTIVE,2
25602,2706,PRESENTIAL,1
25599,2706,PRODUCTIVE,1
26164,8431,PRODUCTIVE,0
26008,8422,PRESENTIAL,15
25622,2706,PRODUCTIVE,1
26004,8431,PRODUCTIVE,112
26220,0064,PRODUCTIVE,97
26062,8431,PRESENTIAL,2
26054,0055,PRODUCTIVE,19
26040,8431,PRODUCTIVE,0
26122,8431,PRODUCTIVE,1
26116,0055,PRESENTIAL,74
25597,2706,PRESENTIAL,4
26131,8422,PRODUCTIVE,1
26136,8431,PRESENTIAL,1
26174,8427,PRODUCTIVE,7
26175,8431,PRESENTIAL,6
25625,2706,PRESENTIAL,1
26043,0064,PRESENTIAL,3
26202,8422,PRODUCTIVE,3
26193,0064,PRESENTIAL,31
26088,8427,PRESENTIAL,127
26020,8431,PRODUCTIVE,6
26220,0064,PRESENTIAL,280
26241,8422,PRODUCTIVE,3
26227,0064,PRESENTIAL,1
25595,2714,PRODUCTIVE,4
25588,2714,PRESENTIAL,3
25615,2714,PRODUCTIVE,2
26002,8433,PRODUCTIVE,38
26009,8433,PRODUCTIVE,28
26059,8427,PRODUCTIVE,4
26042,8431,PRODUCTIVE,3
26154,0064,PRODUCTIVE,4
26142,8431,PRESENTIAL,4
26189,0064,PRESENTIAL,1
26110,8431,PRODUCTIVE,5
26037,8431,PRODUCTIVE,77
26020,8431,PRESENTIAL,5
26014,8427,PRODUCTIVE,7
26031,8422,PRESENTIAL,19
26001,8431,PRESENTIAL,11
25624,2706,PRESENTIAL,1
26247,8433,PRODUCTIVE,1
26218,8427,PRESENTIAL,105
25596,2715,PRODUCTIVE,0
26061,8427,PRESENTIAL,8
26186,8431,PRODUCTIVE,2
26202,8422,PRESENTIAL,7
26199,0064,PRESENTIAL,2
26228,8431,PRODUCTIVE,0
26246,8431,PRESENTIAL,2
25621,2715,PRODUCTIVE,7
26173,8427,PRESENTIAL,13
26176,8422,PRESENTIAL,25
25592,2715,PRODUCTIVE,9
25616,2706,PRODUCTIVE,5
25595,2714,PRESENTIAL,3
26057,8427,PRESENTIAL,244
26070,0064,PRESENTIAL,7
26125,8431,PRODUCTIVE,37
26099,0064,PRESENTIAL,14
26113,8431,PRESENTIAL,231
26196,8431,PRODUCTIVE,15
26019,8431,PRODUCTIVE,5
26015,8431,PRODUCTIVE,0
26147,0064,PRESENTIAL,1
26130,0064,PRODUCTIVE,0
26010,8433,PRODUCTIVE,37
26005,8422,PRODUCTIVE,13
26008,8422,PRODUCTIVE,4
26074,8427,PRODUCTIVE,12
26211,0055,PRESENTIAL,20
25599,2706,PRESENTIAL,1
26229,0064,PRODUCTIVE,6
26223,8427,PRODUCTIVE,2
26218,8427,PRODUCTIVE,58
26107,8427,PRESENTIAL,11
26127,0064,PRODUCTIVE,4
26119,8431,PRESENTIAL,10
26023,8427,PRODUCTIVE,5
26138,0055,PRODUCTIVE,13
26140,8427,PRESENTIAL,8
26180,0064,PRODUCTIVE,5
26084,8431,PRESENTIAL,107
26091,0064,PRODUCTIVE,0
26098,8431,PRODUCTIVE,2
26071,8431,PRODUCTIVE,34
25596,2715,PRESENTIAL,2
26244,0064,PRODUCTIVE,0
26246,8431,PRODUCTIVE,2
26223,8427,PRESENTIAL,8
26243,8422,PRODUCTIVE,11
26112,0064,PRODUCTIVE,2
26123,0064,PRESENTIAL,1
26017,8431,PRESENTIAL,1
26016,0064,PRODUCTIVE,4
26040,8431,PRESENTIAL,4
26030,8431,PRODUCTIVE,2
26134,8422,PRODUCTIVE,1
26157,8422,PRESENTIAL,9
26133,8433,PRODUCTIVE,1
26171,8422,PRESENTIAL,2
26174,8427,PRESENTIAL,14
25589,2714,PRODUCTIVE,4
26093,0055,PRODUCTIVE,5
26242,0064,PRODUCTIVE,0
26045,8422,PRESENTIAL,38
26110,8431,PRESENTIAL,6
26216,8433,PRESENTIAL,16
26213,8433,PRODUCTIVE,9
25627,2715,PRESENTIAL,4
26010,8433,PRESENTIAL,71
25612,2706,PRODUCTIVE,1
25586,2714,PRODUCTIVE,4
26136,8431,PRODUCTIVE,1
26169,8422,PRESENTIAL,53
26170,8431,PRESENTIAL,44
26169,8422,PRODUCTIVE,50
26090,8431,PRODUCTIVE,0
26234,8431,PRODUCTIVE,8
26114,8422,PRESENTIAL,147
26043,0064,PRODUCTIVE,2
26050,0064,PRESENTIAL,2
26018,0064,PRODUCTIVE,0
26200,0064,PRODUCTIVE,0
26212,8431,PRODUCTIVE,9
26141,8431,PRESENTIAL,9
25591,2714,PRESENTIAL,3
25597,2706,PRODUCTIVE,4
25616,2706,PRESENTIAL,4
26217,8427,PRODUCTIVE,5
26224,8431,PRESENTIAL,4
26165,8431,PRODUCTIVE,109
26161,0064,PRODUCTIVE,0
26036,8431,PRESENTIAL,3
26214,8422,PRESENTIAL,2
26205,8431,PRESENTIAL,2
26221,8431,PRESENTIAL,2
26235,0055,PRESENTIAL,380
26078,8422,PRESENTIAL,18
26097,8422,PRESENTIAL,23
26188,0064,PRESENTIAL,21
26163,8427,PRODUCTIVE,3
26051,8422,PRESENTIAL,2
26041,8433,PRESENTIAL,24
26107,8427,PRODUCTIVE,8
26100,8431,PRESENTIAL,4
26234,8431,PRESENTIAL,15
26140,8427,PRODUCTIVE,6
26143,8433,PRESENTIAL,15
26039,8427,PRODUCTIVE,4
26025,8431,PRESENTIAL,4
26094,8433,PRODUCTIVE,9
26163,8427,PRESENTIAL,5
26006,8431,PRODUCTIVE,22
26012,0064,PRODUCTIVE,1
26028,8427,PRODUCTIVE,1
26013,0064,PRESENTIAL,2
26117,8427,PRESENTIAL,2
26129,8427,PRODUCTIVE,11
26147,0064,PRODUCTIVE,0
26155,8433,PRESENTIAL,9
26238,0064,PRODUCTIVE,2
26073,0055,PRESENTIAL,4
26095,8422,PRODUCTIVE,20
26208,8431,PRESENTIAL,27
26186,8431,PRESENTIAL,2
26162,8433,PRODUCTIVE,3
26042,8431,PRESENTIAL,15
26012,0064,PRESENTIAL,4
25629,2706,PRODUCTIVE,1
26247,8433,PRESENTIAL,6
26243,8422,PRESENTIAL,32
26073,0055,PRODUCTIVE,6
26097,8422,PRODUCTIVE,11
26032,8431,PRODUCTIVE,7
25614,2714,PRESENTIAL,36
26150,0064,PRODUCTIVE,0
26144,8431,PRODUCTIVE,34
26197,8431,PRESENTIAL,94
26214,8422,PRODUCTIVE,3
26213,8433,PRESENTIAL,9
26047,8431,PRESENTIAL,2
26058,8431,PRODUCTIVE,184
26167,8431,PRESENTIAL,23
26172,8433,PRESENTIAL,11
26002,8433,PRESENTIAL,42
25633,2706,PRESENTIAL,13
25608,2714,PRODUCTIVE,0
26032,8431,PRESENTIAL,7
26023,8427,PRESENTIAL,14
26096,8427,PRESENTIAL,29
26089,0064,PRESENTIAL,2
26192,0064,PRODUCTIVE,12
26063,0064,PRESENTIAL,114
26052,8422,PRODUCTIVE,2
25623,2706,PRESENTIAL,3
25618,2714,PRODUCTIVE,1
26011,8431,PRESENTIAL,83
26239,0064,PRESENTIAL,3
26119,8431,PRODUCTIVE,13
25594,2706,PRODUCTIVE,16
26198,8422,PRESENTIAL,1361
26087,8427,PRODUCTIVE,14
26155,8433,PRODUCTIVE,15
26152,8431,PRODUCTIVE,1
26180,0064,PRESENTIAL,4
26045,8422,PRODUCTIVE,30
26068,8427,PRESENTIAL,4
26242,0064,PRESENTIAL,3
26240,8431,PRODUCTIVE,2
26221,8431,PRODUCTIVE,1
26007,8431,PRESENTIAL,3
25629,2706,PRESENTIAL,1
26007,8431,PRODUCTIVE,2
26104,0064,PRESENTIAL,1
26074,8427,PRESENTIAL,41
26131,8422,PRESENTIAL,3
26034,8427,PRODUCTIVE,13
25607,2714,PRESENTIAL,2
25605,2706,PRODUCTIVE,5
25617,2714,PRESENTIAL,11
25614,2714,PRODUCTIVE,21
26197,8431,PRODUCTIVE,66
26046,0064,PRESENTIAL,2
26065,8431,PRESENTIAL,15
26066,8427,PRESENTIAL,2
26003,8422,PRESENTIAL,1
26113,8431,PRODUCTIVE,64
26127,0064,PRESENTIAL,3
26085,8422,PRESENTIAL,55
26081,8431,PRESENTIAL,10
26086,8431,PRODUCTIVE,9
26225,8427,PRESENTIAL,7
26233,0064,PRODUCTIVE,5
26222,8422,PRODUCTIVE,0
26177,8427,PRESENTIAL,8
25617,2714,PRODUCTIVE,1
25613,2706,PRODUCTIVE,0
26063,0064,PRODUCTIVE,30
25632,2714,PRODUCTIVE,25
25619,2715,PRODUCTIVE,2
26039,8427,PRESENTIAL,14
26036,8431,PRODUCTIVE,2
26101,8422,PRESENTIAL,6
26072,8431,PRESENTIAL,18
26083,8433,PRESENTIAL,52
26086,8431,PRESENTIAL,25
26082,0064,PRODUCTIVE,1
26129,8427,PRESENTIAL,16
26145,0055,PRODUCTIVE,7
26178,8431,PRESENTIAL,8
26245,0064,PRODUCTIVE,0
26231,8427,PRODUCTIVE,29
26204,8431,PRESENTIAL,6
26191,8422,PRODUCTIVE,49
25632,2714,PRESENTIAL,64
25631,2706,PRESENTIAL,10
25598,2706,PRESENTIAL,4
26081,8431,PRODUCTIVE,4
26089,0064,PRODUCTIVE,0
26152,8431,PRESENTIAL,2
26108,8431,PRODUCTIVE,113
26122,8431,PRESENTIAL,3
26124,8431,PRESENTIAL,109
26115,8431,PRODUCTIVE,8
26059,8427,PRESENTIAL,8
26173,8427,PRODUCTIVE,15
26241,8422,PRESENTIAL,6
25588,2714,PRODUCTIVE,1
26192,0064,PRESENTIAL,5
26206,8431,PRODUCTIVE,27
26199,0064,PRODUCTIVE,1
26207,8427,PRODUCTIVE,11
26015,8431,PRESENTIAL,1
26035,8431,PRESENTIAL,12
26025,8431,PRODUCTIVE,2
26135,0064,PRESENTIAL,2
26157,8422,PRODUCTIVE,8
26080,8431,PRODUCTIVE,0
26049,8427,PRESENTIAL,17
26160,8433,PRODUCTIVE,15
26171,8422,PRODUCTIVE,0
26183,8431,PRESENTIAL,22
26240,8431,PRESENTIAL,5
25624,2706,PRODUCTIVE,2
25600,2715,PRESENTIAL,5
26092,8427,PRESENTIAL,9
26046,0064,PRODUCTIVE,2
26066,8427,PRODUCTIVE,0
26055,8431,PRESENTIAL,5
25601,2706,PRESENTIAL,37
25592,2715,PRESENTIAL,10
25604,2706,PRESENTIAL,1
26112,0064,PRESENTIAL,11
26115,8431,PRESENTIAL,15
26281,8427,PRESENTIAL,928
26299,8431,PRESENTIAL,3
26379,8427,PRESENTIAL,14
26270,8427,PRODUCTIVE,3
26272,8422,PRODUCTIVE,1
26301,8427,PRESENTIAL,129
26287,8422,PRODUCTIVE,7
26336,8431,PRESENTIAL,25
27102,2811,PRODUCTIVE,6
27008,2815,PRESENTIAL,33
27161,2808,PRESENTIAL,14
27132,2808,PRODUCTIVE,6
27123,2808,PRESENTIAL,12
27037,2803,PRODUCTIVE,8
27040,2808,PRODUCTIVE,6
26302,8427,PRESENTIAL,8
26284,0055,PRODUCTIVE,10
27052,2803,PRODUCTIVE,3
27071,2811,PRESENTIAL,1
27105,2815,PRESENTIAL,87
27104,2815,PRODUCTIVE,7
26348,0064,PRODUCTIVE,14
26345,0055,PRODUCTIVE,33
26338,8422,PRODUCTIVE,24
27149,2803,PRODUCTIVE,2
27153,2817,PRESENTIAL,3
27154,2808,PRESENTIAL,4
27027,2808,PRESENTIAL,5
26377,0064,PRESENTIAL,14
26367,0064,PRODUCTIVE,8
27118,2808,PRODUCTIVE,3
27110,2811,PRESENTIAL,6
26279,0064,PRESENTIAL,1
26290,8427,PRODUCTIVE,6
26305,8422,PRESENTIAL,14
27065,2811,PRESENTIAL,134
27065,2811,PRODUCTIVE,56
27074,2803,PRODUCTIVE,4
27068,2808,PRESENTIAL,2
27051,2803,PRESENTIAL,71
26264,0064,PRESENTIAL,14
27089,2815,PRESENTIAL,3
27082,2808,PRESENTIAL,26
27105,2815,PRODUCTIVE,43
26344,8431,PRODUCTIVE,10
27170,2811,PRESENTIAL,65
27165,2808,PRODUCTIVE,32
27112,2808,PRESENTIAL,85
27044,2808,PRESENTIAL,7
26258,8422,PRESENTIAL,23
27073,0057,PRESENTIAL,16
26312,8422,PRODUCTIVE,7
26362,8431,PRODUCTIVE,1018
27155,2812,PRESENTIAL,5
27034,2817,PRESENTIAL,9
27033,2808,PRESENTIAL,4
26281,8427,PRODUCTIVE,375
26315,8427,PRESENTIAL,11
26254,8431,PRESENTIAL,2
26266,8431,PRODUCTIVE,0
27010,2817,PRESENTIAL,2
26381,8427,PRODUCTIVE,12
26345,0055,PRESENTIAL,51
26343,8422,PRESENTIAL,2
26359,8431,PRODUCTIVE,0
27089,2815,PRODUCTIVE,12
27104,2815,PRESENTIAL,9
26328,8431,PRESENTIAL,1
27132,2808,PRESENTIAL,6
27016,2817,PRESENTIAL,187
26295,8433,PRESENTIAL,20
27046,2803,PRESENTIAL,3
27074,2803,PRESENTIAL,7
27047,2808,PRODUCTIVE,5
27169,2811,PRODUCTIVE,4
27169,2811,PRESENTIAL,15
26370,0064,PRESENTIAL,4
27001,2803,PRESENTIAL,7
26360,0055,PRODUCTIVE,18
26357,0064,PRESENTIAL,52
26341,8433,PRODUCTIVE,5
27117,2803,PRODUCTIVE,17
27034,2817,PRODUCTIVE,5
27036,2808,PRESENTIAL,10
26301,8427,PRODUCTIVE,59
26293,8433,PRODUCTIVE,0
27073,0057,PRODUCTIVE,4
27154,2808,PRODUCTIVE,6
27142,2817,PRODUCTIVE,3
27162,2808,PRODUCTIVE,3
27005,2817,PRODUCTIVE,9
26364,8427,PRESENTIAL,19
26356,8422,PRESENTIAL,1
26357,0064,PRODUCTIVE,47
26253,8431,PRESENTIAL,1
26256,0064,PRODUCTIVE,1
26251,8422,PRODUCTIVE,2
27111,2808,PRODUCTIVE,2
27129,2803,PRODUCTIVE,14
27014,2808,PRESENTIAL,4
26290,8427,PRESENTIAL,16
26293,8433,PRESENTIAL,5
26294,8427,PRODUCTIVE,7
26305,8422,PRODUCTIVE,8
27072,2817,PRODUCTIVE,9
26271,8431,PRODUCTIVE,60
26259,8433,PRODUCTIVE,4
26349,8433,PRESENTIAL,5
26355,8427,PRODUCTIVE,1
27026,2817,PRESENTIAL,5
27017,2808,PRESENTIAL,29
27019,2812,PRODUCTIVE,2
27043,2808,PRESENTIAL,4
26314,8433,PRESENTIAL,4
26283,0064,PRODUCTIVE,0
26298,8427,PRESENTIAL,4
26358,8431,PRODUCTIVE,4
27118,2808,PRESENTIAL,13
27112,2808,PRODUCTIVE,34
27139,2812,PRESENTIAL,1
26372,0064,PRODUCTIVE,0
26368,8431,PRODUCTIVE,12
27020,2808,PRODUCTIVE,7
27042,2803,PRODUCTIVE,2
27106,2803,PRODUCTIVE,1
26285,0064,PRESENTIAL,5
27050,2803,PRESENTIAL,7
27068,2808,PRODUCTIVE,4
26350,8422,PRESENTIAL,3
27134,2811,PRESENTIAL,4
27125,2803,PRODUCTIVE,3
27142,2817,PRESENTIAL,1
27006,2811,PRODUCTIVE,0
27035,2811,PRODUCTIVE,1
26309,8427,PRODUCTIVE,2
26326,0055,PRESENTIAL,28
26294,8427,PRESENTIAL,8
26306,0064,PRESENTIAL,12
26286,0064,PRESENTIAL,1
