codgeo,ze2020,libze2020,population_2021_total
27635,2817,Vernon-Gisors,141.0
27638,2815,Rouen,3775.0
27640,2808,Évreux,194.0
27641,2808,Évreux,264.0
27643,2808,Évreux,1048.0
27644,2817,Vernon-Gisors,571.0
27645,2811,Honfleur Pont-Audemer,152.0
27646,2811,Honfleur Pont-Audemer,451.0
27649,2817,Vernon-Gisors,347.0
27650,2808,Évreux,457.0
27652,2808,Évreux,302.0
27654,2815,Rouen,1120.0
27655,2811,Honfleur Pont-Audemer,725.0
27656,2811,Honfleur Pont-Audemer,1290.0
27658,2808,Évreux,376.0
27659,2808,Évreux,126.0
27660,2803,Bernay,236.0
27661,2815,Rouen,424.0
27662,2811,Honfleur Pont-Audemer,343.0
27663,2815,Rouen,168.0
27664,2815,Rouen,518.0
27665,2811,Honfleur Pont-Audemer,754.0
27666,2808,Évreux,563.0
27667,2803,Bernay,401.0
27668,2808,Évreux,680.0
27669,2811,Honfleur Pont-Audemer,421.0
27670,2815,Rouen,964.0
27671,2811,Honfleur Pont-Audemer,163.0
27672,2815,Rouen,339.0
27673,2815,Rouen,176.0
27674,2808,Évreux,270.0
27676,2817,Vernon-Gisors,1742.0
27677,2808,Évreux,397.0
27678,2808,Évreux,1045.0
27679,2808,Évreux,7305.0
27680,2803,Bernay,184.0
27681,2817,Vernon-Gisors,24543.0
27682,2817,Vernon-Gisors,632.0
27683,2817,Vernon-Gisors,229.0
27684,2808,Évreux,839.0
27685,2808,Évreux,658.0
27686,2811,Honfleur Pont-Audemer,48.0
27689,2808,Évreux,343.0
27690,2817,Vernon-Gisors,312.0
27691,2817,Vernon-Gisors,853.0
27692,2808,Évreux,167.0
27693,2808,Évreux,1293.0
27694,2817,Vernon-Gisors,316.0
27695,2803,Bernay,249.0
27696,2808,Évreux,883.0
27697,2817,Vernon-Gisors,334.0
27698,2803,Bernay,560.0
27699,2815,Rouen,116.0
27700,2815,Rouen,726.0
27701,2815,Rouen,12647.0
28001,0057,Dreux,2427.0
28003,0057,Dreux,144.0
28004,2403,Chartres,314.0
28005,2404,Châteaudun,754.0
28006,2403,Chartres,1806.0
28007,0057,Dreux,2696.0
28008,0057,Dreux,209.0
28009,2403,Chartres,71.0
28010,0061,Nogent-le-Rotrou,320.0
28012,2404,Châteaudun,3577.0
28013,2403,Chartres,1537.0
28014,0057,Dreux,672.0
28015,2403,Chartres,6288.0
28016,2404,Châteaudun,113.0
28018,0061,Nogent-le-Rotrou,1484.0
28019,2410,Orléans,199.0
28021,2403,Chartres,1607.0
28022,2403,Chartres,1159.0
28023,2403,Chartres,1344.0
28024,2403,Chartres,1767.0
28026,2403,Chartres,239.0
28027,2404,Châteaudun,1215.0
28028,2404,Châteaudun,261.0
28029,2410,Orléans,323.0
28030,0061,Nogent-le-Rotrou,281.0
28031,0061,Nogent-le-Rotrou,422.0
28032,2403,Chartres,344.0
28033,0061,Nogent-le-Rotrou,794.0
28034,2403,Chartres,892.0
28035,2403,Chartres,968.0
28036,0057,Dreux,849.0
28037,0057,Dreux,341.0
28038,0061,Nogent-le-Rotrou,125.0
28039,2403,Chartres,1682.0
28040,2403,Chartres,316.0
28041,2403,Chartres,280.0
28045,0057,Dreux,232.0
28046,0061,Nogent-le-Rotrou,484.0
28047,2403,Chartres,717.0
28048,2403,Chartres,745.0
28049,2403,Chartres,233.0
28050,0057,Dreux,271.0
28051,2404,Châteaudun,4859.0
28052,2403,Chartres,738.0
28053,0057,Dreux,243.0
28054,0057,Dreux,514.0
28055,0057,Dreux,570.0
28056,0057,Dreux,1663.0
28057,2403,Chartres,576.0
28058,0057,Dreux,367.0
28059,0057,Dreux,1805.0
28060,2403,Chartres,266.0
28061,2404,Châteaudun,3248.0
28062,0057,Dreux,882.0
28064,0057,Dreux,2022.0
28065,2404,Châteaudun,106.0
28067,2403,Chartres,86.0
28068,2403,Chartres,434.0
28070,2403,Chartres,3706.0
28071,0061,Nogent-le-Rotrou,712.0
28072,0061,Nogent-le-Rotrou,397.0
28073,2403,Chartres,346.0
28074,2403,Chartres,245.0
28075,2404,Châteaudun,1012.0
28076,0057,Dreux,202.0
28077,0061,Nogent-le-Rotrou,167.0
28078,2404,Châteaudun,183.0
28079,2404,Châteaudun,308.0
28080,0061,Nogent-le-Rotrou,255.0
28081,2403,Chartres,297.0
28082,0057,Dreux,654.0
28084,2403,Chartres,677.0
28085,2403,Chartres,38447.0
28086,0061,Nogent-le-Rotrou,312.0
28087,0057,Dreux,234.0
28088,2404,Châteaudun,12909.0
28089,0057,Dreux,2620.0
28090,0057,Dreux,107.0
28091,2403,Chartres,146.0
28092,2403,Chartres,232.0
28094,0057,Dreux,1665.0
28095,2403,Chartres,282.0
28096,0057,Dreux,1294.0
28098,0057,Dreux,1827.0
28099,2403,Chartres,1101.0
28100,2403,Chartres,461.0
28102,2403,Chartres,742.0
28103,2404,Châteaudun,5609.0
28104,2403,Chartres,906.0
28105,0061,Nogent-le-Rotrou,548.0
28106,2404,Châteaudun,395.0
28107,2403,Chartres,349.0
28108,2404,Châteaudun,231.0
28109,2403,Chartres,318.0
28110,2403,Chartres,4089.0
28111,0061,Nogent-le-Rotrou,362.0
28113,0057,Dreux,1331.0
28114,2404,Châteaudun,136.0
28116,2403,Chartres,2806.0
28117,0057,Dreux,270.0
28118,0057,Dreux,424.0
28119,0061,Nogent-le-Rotrou,148.0
28120,0057,Dreux,445.0
28121,2410,Orléans,105.0
28122,2403,Chartres,1495.0
28123,2404,Châteaudun,447.0
28124,0057,Dreux,755.0
28126,2404,Châteaudun,197.0
28127,2404,Châteaudun,1247.0
28128,2403,Chartres,434.0
28129,2403,Chartres,767.0
28130,0057,Dreux,1000.0
28132,2404,Châteaudun,659.0
28134,0057,Dreux,30879.0
28135,2403,Chartres,1195.0
28136,0057,Dreux,161.0
28137,2403,Chartres,823.0
28139,2403,Chartres,176.0
28140,2403,Chartres,5549.0
28141,2403,Chartres,320.0
28142,2403,Chartres,185.0
28143,0057,Dreux,245.0
28144,0061,Nogent-le-Rotrou,200.0
28146,0057,Dreux,835.0
28147,0057,Dreux,613.0
28148,2403,Chartres,371.0
28149,0061,Nogent-le-Rotrou,566.0
28151,0057,Dreux,176.0
28153,2404,Châteaudun,208.0
28154,2403,Chartres,1665.0
28155,0057,Dreux,193.0
28156,0061,Nogent-le-Rotrou,885.0
28157,2404,Châteaudun,140.0
28158,2403,Chartres,1153.0
28159,0061,Nogent-le-Rotrou,342.0
28160,2403,Chartres,894.0
28161,2404,Châteaudun,493.0
28162,2403,Chartres,289.0
28163,2403,Chartres,218.0
28164,2403,Chartres,743.0
28166,2403,Chartres,259.0
28167,2403,Chartres,381.0
28168,2403,Chartres,3589.0
28169,2403,Chartres,221.0
28170,0057,Dreux,281.0
28171,0057,Dreux,973.0
28172,2403,Chartres,752.0
28173,2403,Chartres,1482.0
28175,0061,Nogent-le-Rotrou,178.0
28176,2403,Chartres,681.0
28177,2403,Chartres,760.0
28178,0057,Dreux,330.0
28180,0057,Dreux,490.0
28182,2404,Châteaudun,316.0
28183,2403,Chartres,675.0
28184,2403,Chartres,340.0
28185,0057,Dreux,1309.0
28187,0057,Dreux,673.0
28188,2403,Chartres,919.0
28189,2410,Orléans,171.0
28190,2410,Orléans,461.0
28191,2403,Chartres,2683.0
28192,0061,Nogent-le-Rotrou,321.0
28193,0057,Dreux,127.0
28194,2403,Chartres,409.0
28195,2403,Chartres,749.0
28196,2403,Chartres,3224.0
28197,2403,Chartres,130.0
28198,2404,Châteaudun,792.0
28199,2410,Orléans,2512.0
28200,0057,Dreux,423.0
28201,2403,Chartres,1979.0
28202,0061,Nogent-le-Rotrou,327.0
28203,2403,Chartres,634.0
28206,0057,Dreux,663.0
28207,2403,Chartres,237.0
28208,2403,Chartres,377.0
28209,2403,Chartres,5623.0
28210,2403,Chartres,225.0
28211,2404,Châteaudun,576.0
28212,2410,Orléans,209.0
28213,0057,Dreux,679.0
28214,0061,Nogent-le-Rotrou,3268.0
28215,2403,Chartres,250.0
28216,0057,Dreux,212.0
28217,0057,Dreux,188.0
28218,2403,Chartres,15602.0
28219,0061,Nogent-le-Rotrou,417.0
28220,2403,Chartres,6682.0
28221,2410,Orléans,136.0
28222,2403,Chartres,386.0
28223,0057,Dreux,1573.0
28225,2403,Chartres,641.0
28226,0057,Dreux,911.0
28227,2403,Chartres,4499.0
28229,2403,Chartres,11057.0
28230,2403,Chartres,391.0
28231,0057,Dreux,161.0
28232,0061,Nogent-le-Rotrou,599.0
28233,2404,Châteaudun,1139.0
28234,2403,Chartres,491.0
28235,0057,Dreux,406.0
28236,0061,Nogent-le-Rotrou,2200.0
28237,0061,Nogent-le-Rotrou,207.0
28239,0057,Dreux,985.0
28240,0061,Nogent-le-Rotrou,499.0
28242,2403,Chartres,103.0
28243,2403,Chartres,213.0
28245,2403,Chartres,372.0
28246,2403,Chartres,525.0
28247,0057,Dreux,572.0
28248,0061,Nogent-le-Rotrou,334.0
28249,2403,Chartres,619.0
28251,0057,Dreux,1055.0
28252,0061,Nogent-le-Rotrou,177.0
28253,2403,Chartres,1124.0
28254,2403,Chartres,799.0
28255,2403,Chartres,163.0
28256,2404,Châteaudun,440.0
28257,2403,Chartres,90.0
28259,2404,Châteaudun,335.0
28260,2404,Châteaudun,100.0
28261,2403,Chartres,593.0
28263,0061,Nogent-le-Rotrou,251.0
28264,0061,Nogent-le-Rotrou,137.0
28265,0061,Nogent-le-Rotrou,256.0
28267,0057,Dreux,522.0
28268,2403,Chartres,15.0
28269,2403,Chartres,1918.0
28270,2404,Châteaudun,222.0
28271,0061,Nogent-le-Rotrou,129.0
28272,2404,Châteaudun,150.0
28273,2404,Châteaudun,138.0
28274,2403,Chartres,241.0
28275,2403,Chartres,669.0
28277,2404,Châteaudun,298.0
28278,2403,Chartres,1474.0
28279,0057,Dreux,3982.0
28280,0061,Nogent-le-Rotrou,9341.0
28281,2403,Chartres,507.0
28282,2403,Chartres,432.0
28283,2404,Châteaudun,279.0
28284,2410,Orléans,277.0
28285,2403,Chartres,339.0
28286,2403,Chartres,625.0
28287,2404,Châteaudun,989.0
28289,0057,Dreux,223.0
28290,2403,Chartres,281.0
28291,2403,Chartres,519.0
28292,0057,Dreux,768.0
28293,0057,Dreux,1191.0
28294,2403,Chartres,520.0
28296,2410,Orléans,266.0
28298,2403,Chartres,2780.0
28299,0057,Dreux,161.0
28300,2410,Orléans,163.0
28301,2403,Chartres,449.0
28302,2403,Chartres,1095.0
28303,2410,Orléans,95.0
28304,2403,Chartres,444.0
28305,2404,Châteaudun,290.0
28306,2404,Châteaudun,183.0
28308,0057,Dreux,261.0
28309,2403,Chartres,1089.0
28310,0061,Nogent-le-Rotrou,251.0
28312,0057,Dreux,130.0
28313,2403,Chartres,196.0
28314,0061,Nogent-le-Rotrou,141.0
28315,0057,Dreux,23.0
28316,0061,Nogent-le-Rotrou,128.0
28317,2403,Chartres,576.0
28319,2410,Orléans,341.0
28321,0057,Dreux,833.0
28322,0061,Nogent-le-Rotrou,479.0
28323,0057,Dreux,285.0
28324,2403,Chartres,887.0
28325,2403,Chartres,1096.0
28326,2403,Chartres,353.0
28327,0061,Nogent-le-Rotrou,192.0
28329,2404,Châteaudun,153.0
28330,2404,Châteaudun,1325.0
28331,0061,Nogent-le-Rotrou,934.0
28332,0057,Dreux,1094.0
28333,2403,Chartres,147.0
28334,2404,Châteaudun,2129.0
28335,0061,Nogent-le-Rotrou,838.0
28336,2403,Chartres,98.0
28337,2403,Chartres,2759.0
28339,2403,Chartres,369.0
28341,0057,Dreux,252.0
28342,0061,Nogent-le-Rotrou,264.0
28343,0057,Dreux,455.0
28344,2403,Chartres,261.0
28346,0057,Dreux,56.0
28347,0057,Dreux,918.0
28348,0057,Dreux,4062.0
28349,0057,Dreux,262.0
28350,2403,Chartres,974.0
28351,0057,Dreux,399.0
28352,2403,Chartres,1575.0
28353,2404,Châteaudun,398.0
28354,0061,Nogent-le-Rotrou,475.0
28355,0057,Dreux,297.0
28357,2403,Chartres,1091.0
28358,2403,Chartres,2093.0
28359,0057,Dreux,4057.0
28360,0057,Dreux,925.0
28362,0061,Nogent-le-Rotrou,507.0
28363,2403,Chartres,1029.0
28364,2404,Châteaudun,745.0
28365,2403,Chartres,414.0
28366,2403,Chartres,321.0
28367,2410,Orléans,314.0
28368,0057,Dreux,204.0
28369,0057,Dreux,793.0
28370,2404,Châteaudun,480.0
28371,0057,Dreux,1099.0
28372,0057,Dreux,547.0
28373,0061,Nogent-le-Rotrou,2985.0
28374,0057,Dreux,539.0
28375,0057,Dreux,364.0
28377,0057,Dreux,1722.0
28378,0061,Nogent-le-Rotrou,505.0
28379,2403,Chartres,478.0
28380,2403,Chartres,1969.0
28382,2410,Orléans,882.0
28383,2403,Chartres,702.0
28385,2403,Chartres,438.0
28386,0057,Dreux,1249.0
28387,0061,Nogent-le-Rotrou,982.0
28388,2403,Chartres,1047.0
28389,2404,Châteaudun,336.0
28390,2410,Orléans,310.0
28391,2410,Orléans,2600.0
28392,2410,Orléans,166.0
28393,0057,Dreux,2209.0
28394,0057,Dreux,1430.0
28395,0061,Nogent-le-Rotrou,429.0
28396,2404,Châteaudun,313.0
28397,2403,Chartres,401.0
28398,2404,Châteaudun,1197.0
28400,2404,Châteaudun,193.0
28401,0061,Nogent-le-Rotrou,456.0
28403,2403,Chartres,758.0
28404,0057,Dreux,12455.0
28405,0057,Dreux,1108.0
28406,2403,Chartres,1242.0
28407,0061,Nogent-le-Rotrou,286.0
28408,2403,Chartres,113.0
28409,2404,Châteaudun,441.0
28410,2404,Châteaudun,301.0
28411,2403,Chartres,172.0
28414,2403,Chartres,56.0
28415,0057,Dreux,1716.0
28417,2403,Chartres,1363.0
28418,2404,Châteaudun,162.0
28419,2403,Chartres,335.0
28421,2403,Chartres,259.0
28422,2403,Chartres,3938.0
28423,2403,Chartres,607.0
28424,2404,Châteaudun,1654.0
28425,2403,Chartres,564.0
28426,2403,Chartres,486.0
29001,5302,Brest,1021.0
29002,5314,Quimperlé,1419.0
29003,5313,Quimper,3697.0
29004,5314,Quimperlé,5713.0
29005,5314,Quimperlé,1325.0
29006,5313,Quimper,3790.0
29007,5303,Carhaix-Plouguer,898.0
29008,5313,Quimper,1012.0
29010,5310,Morlaix,1677.0
29011,5302,Brest,3615.0
29012,5303,Carhaix-Plouguer,175.0
29013,5303,Carhaix-Plouguer,225.0
29014,5310,Morlaix,429.0
29015,5302,Brest,3542.0
29016,5303,Carhaix-Plouguer,1043.0
29017,5302,Brest,860.0
29018,5303,Carhaix-Plouguer,440.0
29019,5302,Brest,139619.0
29020,5313,Quimper,5808.0
29021,5302,Brest,1940.0
29022,5302,Brest,2447.0
29023,5310,Morlaix,3236.0
29024,5303,Carhaix-Plouguer,7240.0
29025,5313,Quimper,1544.0
29026,5313,Quimper,5144.0
29027,5303,Carhaix-Plouguer,3648.0
29028,5313,Quimper,910.0
29029,5303,Carhaix-Plouguer,1129.0
29030,5310,Morlaix,3594.0
29031,5314,Quimperlé,4651.0
29032,5313,Quimper,2124.0
29033,5303,Carhaix-Plouguer,513.0
29034,5310,Morlaix,649.0
29035,5302,Brest,1131.0
29036,5303,Carhaix-Plouguer,597.0
29037,5313,Quimper,4247.0
29038,5310,Morlaix,995.0
29039,5313,Quimper,20607.0
29040,5302,Brest,2799.0
29041,5313,Quimper,1882.0
29042,5302,Brest,7321.0
29043,5302,Brest,1836.0
29044,5313,Quimper,1863.0
29045,5302,Brest,2203.0
29046,5313,Quimper,14163.0
29047,5302,Brest,1926.0
29048,5313,Quimper,2217.0
29049,5313,Quimper,3343.0
29051,5313,Quimper,8553.0
29053,5302,Brest,1832.0
29054,5303,Carhaix-Plouguer,670.0
29055,5302,Brest,3264.0
29056,5302,Brest,1980.0
29057,5313,Quimper,3463.0
29058,5313,Quimper,10098.0
29059,5310,Morlaix,1051.0
29060,5313,Quimper,2772.0
29061,5302,Brest,6347.0
29062,5313,Quimper,1109.0
29063,5313,Quimper,434.0
29064,5302,Brest,445.0
29065,5313,Quimper,937.0
29066,5313,Quimper,1825.0
29067,5310,Morlaix,1273.0
29068,5310,Morlaix,2547.0
29069,5302,Brest,8170.0
29070,5313,Quimper,523.0
29071,5314,Quimperlé,797.0
29072,5313,Quimper,2682.0
29073,5310,Morlaix,949.0
29074,5310,Morlaix,1004.0
29075,5302,Brest,15460.0
29076,5302,Brest,4649.0
29077,5302,Brest,1983.0
29078,5302,Brest,2035.0
29079,5310,Morlaix,1210.0
29080,5302,Brest,2234.0
29081,5303,Carhaix-Plouguer,1398.0
29082,5310,Morlaix,449.0
29083,5313,Quimper,273.0
29084,5302,Brest,164.0
29085,5313,Quimper,741.0
29086,5302,Brest,1443.0
29087,5313,Quimper,742.0
29089,5303,Carhaix-Plouguer,859.0
29090,5313,Quimper,792.0
29091,5302,Brest,2058.0
29093,5302,Brest,1423.0
29094,5302,Brest,656.0
29095,5302,Brest,1503.0
29097,5310,Morlaix,2009.0
29098,5302,Brest,2153.0
29099,5302,Brest,825.0
29100,5302,Brest,409.0
29101,5302,Brest,3654.0
29102,5303,Carhaix-Plouguer,967.0
29103,5302,Brest,16206.0
29104,5302,Brest,338.0
29105,5310,Morlaix,9192.0
29106,5313,Quimper,1861.0
29107,5313,Quimper,906.0
29108,5313,Quimper,1495.0
29109,5302,Brest,1518.0
29110,5313,Quimper,847.0
29111,5310,Morlaix,1305.0
29112,5302,Brest,962.0
29113,5310,Morlaix,2362.0
29114,5310,Morlaix,344.0
29115,5303,Carhaix-Plouguer,311.0
29116,5302,Brest,150.0
29117,5302,Brest,5708.0
29119,5302,Brest,1512.0
29120,5302,Brest,1955.0
29122,5313,Quimper,685.0
29123,5303,Carhaix-Plouguer,789.0
29124,5302,Brest,7377.0
29125,5313,Quimper,827.0
29126,5302,Brest,211.0
29128,5310,Morlaix,387.0
29130,5302,Brest,5138.0
29131,5310,Morlaix,474.0
29132,5310,Morlaix,799.0
29133,5310,Morlaix,1528.0
29134,5313,Quimper,784.0
29135,5313,Quimper,4011.0
29136,5314,Quimperlé,1169.0
29137,5302,Brest,2123.0
29139,5303,Carhaix-Plouguer,879.0
29140,5302,Brest,3951.0
29141,5303,Carhaix-Plouguer,340.0
29142,5313,Quimper,464.0
29143,5313,Quimper,994.0
29144,5302,Brest,760.0
29145,5313,Quimper,866.0
29146,5313,Quimper,3405.0
29147,5314,Quimperlé,3329.0
29148,5310,Morlaix,934.0
29150,5314,Quimperlé,6756.0
29151,5310,Morlaix,14903.0
29152,5303,Carhaix-Plouguer,704.0
29153,5313,Quimper,2700.0
29155,5302,Brest,838.0
29156,5302,Brest,2146.0
29158,5313,Quimper,5130.0
29159,5313,Quimper,878.0
29160,5302,Brest,8589.0
29161,5313,Quimper,3247.0
29162,5303,Carhaix-Plouguer,3605.0
29163,5310,Morlaix,3186.0
29165,5313,Quimper,3655.0
29166,5313,Quimper,518.0
29167,5313,Quimper,2006.0
29168,5313,Quimper,1201.0
29169,5313,Quimper,3210.0
29170,5313,Quimper,4187.0
29171,5313,Quimper,3866.0
29172,5313,Quimper,2251.0
29173,5313,Quimper,2427.0
29174,5313,Quimper,6347.0
29175,5303,Carhaix-Plouguer,2152.0
29176,5313,Quimper,1785.0
29177,5302,Brest,3942.0
29178,5302,Brest,6358.0
29179,5302,Brest,3775.0
29180,5302,Brest,887.0
29181,5302,Brest,3046.0
29182,5310,Morlaix,1060.0
29183,5310,Morlaix,718.0
29184,5310,Morlaix,2567.0
29185,5310,Morlaix,3528.0
29186,5310,Morlaix,1630.0
29187,5310,Morlaix,792.0
29188,5310,Morlaix,2878.0
29189,5302,Brest,13445.0
29190,5302,Brest,4410.0
29191,5310,Morlaix,3412.0
29192,5310,Morlaix,1767.0
29193,5310,Morlaix,1467.0
29195,5302,Brest,6682.0
29196,5302,Brest,2204.0
29197,5313,Quimper,3932.0
29198,5302,Brest,1816.0
29199,5310,Morlaix,5057.0
29201,5302,Brest,2120.0
29202,5310,Morlaix,1295.0
29204,5302,Brest,2173.0
29205,5303,Carhaix-Plouguer,1163.0
29206,5310,Morlaix,2289.0
29207,5310,Morlaix,4510.0
29208,5302,Brest,1258.0
29209,5302,Brest,3892.0
29210,5310,Morlaix,2907.0
29211,5303,Carhaix-Plouguer,652.0
29212,5302,Brest,13473.0
29213,5310,Morlaix,1815.0
29214,5313,Quimper,682.0
29215,5313,Quimper,2940.0
29216,5313,Quimper,4213.0
29217,5313,Quimper,2813.0
29218,5313,Quimper,1600.0
29220,5313,Quimper,8395.0
29221,5302,Brest,1758.0
29222,5302,Brest,396.0
29224,5313,Quimper,1214.0
29225,5313,Quimper,2143.0
29226,5313,Quimper,1472.0
29227,5303,Carhaix-Plouguer,1462.0
29228,5313,Quimper,640.0
29229,5313,Quimper,1111.0
29230,5314,Quimperlé,1655.0
29232,5313,Quimper,63642.0
29233,5314,Quimperlé,12313.0
29234,5314,Quimperlé,2955.0
29235,5302,Brest,11791.0
29236,5314,Quimperlé,4307.0
29237,5302,Brest,1838.0
29238,5302,Brest,823.0
29239,5310,Morlaix,3334.0
29240,5302,Brest,974.0
29241,5313,Quimper,7609.0
29243,5313,Quimper,465.0
29244,5310,Morlaix,838.0
29245,5302,Brest,1587.0
29246,5302,Brest,221.0
29247,5313,Quimper,3508.0
29248,5302,Brest,863.0
29249,5303,Carhaix-Plouguer,721.0
29250,5303,Carhaix-Plouguer,742.0
29251,5310,Morlaix,667.0
29252,5313,Quimper,949.0
29254,5310,Morlaix,4750.0
29255,5302,Brest,940.0
29256,5313,Quimper,752.0
29257,5302,Brest,2067.0
29259,5310,Morlaix,6741.0
29260,5302,Brest,8358.0
29261,5303,Carhaix-Plouguer,217.0
29262,5310,Morlaix,804.0
29263,5302,Brest,1140.0
29264,5310,Morlaix,788.0
29265,5310,Morlaix,1055.0
29266,5310,Morlaix,3089.0
29267,5313,Quimper,716.0
29268,5302,Brest,1929.0
29269,5314,Quimperlé,1016.0
29270,5302,Brest,1667.0
29271,5310,Morlaix,881.0
29272,5313,Quimper,3339.0
29273,5310,Morlaix,2400.0
29274,5314,Quimperlé,5223.0
29275,5303,Carhaix-Plouguer,747.0
29276,5310,Morlaix,1168.0
29277,5310,Morlaix,2319.0
29278,5303,Carhaix-Plouguer,1748.0
29279,5310,Morlaix,2853.0
29280,5302,Brest,2124.0
29281,5313,Quimper,1007.0
29282,5302,Brest,361.0
29284,5313,Quimper,2424.0
29285,5310,Morlaix,521.0
29286,5302,Brest,241.0
29287,5302,Brest,977.0
29288,5302,Brest,622.0
29289,5302,Brest,119.0
29290,5302,Brest,691.0
29291,5313,Quimper,957.0
29292,5313,Quimper,313.0
29293,5313,Quimper,7050.0
29294,5302,Brest,640.0
29295,5302,Brest,502.0
29296,5313,Quimper,1453.0
29297,5314,Quimperlé,2353.0
29298,5313,Quimper,578.0
29299,5302,Brest,327.0
29300,5314,Quimperlé,1609.0
29301,5310,Morlaix,402.0
29302,5302,Brest,3595.0
2A001,9401,Ajaccio,3336.0
2A004,9401,Ajaccio,73822.0
2A006,9401,Ajaccio,3587.0
2A008,9401,Ajaccio,1775.0
2A011,9407,Propriano,55.0
2A014,9401,Ajaccio,77.0
2A017,9401,Ajaccio,1773.0
2A018,9407,Propriano,155.0
2A019,9401,Ajaccio,52.0
2A021,9407,Propriano,76.0
2A022,9401,Ajaccio,79.0
2A024,9407,Propriano,184.0
2A026,9401,Ajaccio,198.0
2A027,9401,Ajaccio,52.0
2A028,9401,Ajaccio,146.0
2A031,9401,Ajaccio,511.0
2A032,9401,Ajaccio,4251.0
2A035,9407,Propriano,177.0
2A038,9407,Propriano,53.0
2A040,9401,Ajaccio,367.0
2A041,9406,Porto-Vecchio,3200.0
2A048,9401,Ajaccio,507.0
2A056,9401,Ajaccio,104.0
2A060,9401,Ajaccio,74.0
2A061,9406,Porto-Vecchio,115.0
2A062,9401,Ajaccio,374.0
2A064,9401,Ajaccio,30.0
2A065,9401,Ajaccio,1237.0
2A066,9407,Propriano,61.0
2A070,9401,Ajaccio,447.0
2A071,9407,Propriano,224.0
2A085,9401,Ajaccio,1481.0
2A089,9401,Ajaccio,131.0
2A090,9401,Ajaccio,765.0
2A091,9401,Ajaccio,175.0
2A092,9406,Porto-Vecchio,1159.0
2A094,9401,Ajaccio,74.0
2A098,9401,Ajaccio,725.0
2A099,9401,Ajaccio,279.0
2A100,9401,Ajaccio,68.0
2A103,9401,Ajaccio,2030.0
2A104,9401,Ajaccio,1357.0
2A108,9401,Ajaccio,219.0
2A114,9406,Porto-Vecchio,1651.0
2A115,9407,Propriano,151.0
2A117,9401,Ajaccio,87.0
2A118,9407,Propriano,208.0
2A119,9401,Ajaccio,141.0
2A127,9407,Propriano,96.0
2A128,9407,Propriano,93.0
2A129,9407,Propriano,63.0
2A130,9401,Ajaccio,3349.0
2A131,9401,Ajaccio,154.0
2A132,9401,Ajaccio,151.0
2A133,9401,Ajaccio,155.0
2A139,9406,Porto-Vecchio,1939.0
2A141,9401,Ajaccio,130.0
2A142,9407,Propriano,675.0
2A144,9401,Ajaccio,106.0
2A146,9407,Propriano,51.0
2A154,9401,Ajaccio,104.0
2A158,9407,Propriano,31.0
2A160,9407,Propriano,247.0
2A163,9406,Porto-Vecchio,554.0
2A174,9401,Ajaccio,100.0
2A181,9401,Ajaccio,630.0
2A186,9401,Ajaccio,219.0
2A189,9407,Propriano,1241.0
2A191,9407,Propriano,118.0
2A196,9401,Ajaccio,60.0
2A197,9401,Ajaccio,97.0
2A198,9401,Ajaccio,491.0
2A200,9401,Ajaccio,133.0
2A203,9401,Ajaccio,94.0
2A204,9401,Ajaccio,94.0
2A209,9401,Ajaccio,2040.0
2A211,9407,Propriano,562.0
2A212,9401,Ajaccio,463.0
2A215,9406,Porto-Vecchio,851.0
2A228,9401,Ajaccio,1968.0
2A232,9401,Ajaccio,277.0
2A240,9401,Ajaccio,111.0
2A247,9406,Porto-Vecchio,11229.0
2A249,9407,Propriano,3741.0
2A253,9401,Ajaccio,56.0
2A254,9407,Propriano,190.0
2A258,9401,Ajaccio,62.0
2A259,9401,Ajaccio,67.0
2A262,9401,Ajaccio,51.0
2A266,9401,Ajaccio,88.0
2A268,9401,Ajaccio,84.0
2A269,9406,Porto-Vecchio,1429.0
2A270,9401,Ajaccio,352.0
2A271,9401,Ajaccio,3278.0
2A272,9407,Propriano,3570.0
2A276,9401,Ajaccio,636.0
2A278,9407,Propriano,99.0
2A279,9401,Ajaccio,118.0
2A282,9401,Ajaccio,157.0
2A284,9407,Propriano,369.0
2A285,9407,Propriano,69.0
2A288,9406,Porto-Vecchio,1711.0
2A295,9401,Ajaccio,133.0
2A300,9406,Porto-Vecchio,1120.0
2A308,9407,Propriano,381.0
2A310,9407,Propriano,93.0
2A312,9401,Ajaccio,379.0
2A322,9401,Ajaccio,88.0
2A323,9401,Ajaccio,402.0
2A324,9401,Ajaccio,413.0
2A326,9401,Ajaccio,121.0
2A330,9401,Ajaccio,502.0
2A331,9401,Ajaccio,62.0
2A336,9401,Ajaccio,538.0
2A345,9401,Ajaccio,617.0
2A348,9401,Ajaccio,968.0
2A349,9407,Propriano,872.0
2A351,9401,Ajaccio,396.0
2A357,9407,Propriano,47.0
2A358,9401,Ajaccio,51.0
2A359,9401,Ajaccio,214.0
2A360,9401,Ajaccio,128.0
2A362,9406,Porto-Vecchio,2748.0
2A363,9407,Propriano,66.0
2B002,9405,Ghisonaccia,233.0
2B003,9404,Corte,27.0
2B005,9404,Corte,26.0
2B007,9404,Corte,202.0
2B009,9405,Ghisonaccia,2211.0
2B010,9403,Calvi,363.0
2B012,9404,Corte,53.0
2B013,9404,Corte,25.0
2B015,9404,Corte,24.0
2B016,9405,Ghisonaccia,568.0
2B020,9403,Calvi,595.0
