source_system,dataset_title,organization,dataset_page,resource_title,resource_format,resource_url,year_signal,coverage_signal,access_status,content_type,content_length,classification,usable_for_mosaic,notes
ckan_openig,Modélisation de la pollution lumineuse en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-pollution-lumineuse-en-occitanie,Pollum Occitanie 2019 - extrémités de nuit - vecteur,SHP,https://ckan.openig.org/dataset/e416230e-2b60-42e0-9e99-1faa98ed92de/resource/b8892df8-e939-4ff5-b8a0-2a9450eacd34/download/vecteur_extrem_nuit_occitanie.zip,"2019,2021",regional,not_probed,,,reject_not_bpe,no,"La Stratégie régionale pour la Biodiversité (SRB), feuille de route collective élaborée de manière concertée, s’est fixée un cap pour préserver et reconquérir la biodiversité en Occitanie au travers 5 défis. La réduction de la pollution lumineuse et la restauration des trames noires y figurent comme un axe de travail. C’est dans ce cadre que la Région Occitanie à dès 2021 engagé un travail de suivi cartographique de la pollution lumineuse à l’échelle de son territoire.

Le terme de « pollution lumineuse » désigne la présence nocturne anormale ou gênante de lumière artificielle. Partie intégrante de notre quotidien cette pollution est souvent oubliée. Elle implique pourtant de nombreux effets négatifs, sur les plans économique, sanitaire, et sur la biodiversité.
Au travers de ce suivi de discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee"", ""typename"": ""vecteur_extremites_de_nuit_occitanie_300m_class_571d809"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=vecteur_extremites_de_nuit_occitanie_300m_class_571d809&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee?SERVICE=WFS&VERSION=2.0.0&REQUEST="
ckan_openig,Modélisation de la pollution lumineuse en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-pollution-lumineuse-en-occitanie,Pollum Occitanie 2022 - coeur de nuit - raster,ZIP,https://ckan.openig.org/dataset/e416230e-2b60-42e0-9e99-1faa98ed92de/resource/63ad3716-634f-41f3-a165-0c4bff9bb1ff/download/raster_pollum_coeurnuit_occitanie_2022.tif.zip,"2021,2022",regional,not_probed,,,reject_not_bpe,no,"La Stratégie régionale pour la Biodiversité (SRB), feuille de route collective élaborée de manière concertée, s’est fixée un cap pour préserver et reconquérir la biodiversité en Occitanie au travers 5 défis. La réduction de la pollution lumineuse et la restauration des trames noires y figurent comme un axe de travail. C’est dans ce cadre que la Région Occitanie à dès 2021 engagé un travail de suivi cartographique de la pollution lumineuse à l’échelle de son territoire.

Le terme de « pollution lumineuse » désigne la présence nocturne anormale ou gênante de lumière artificielle. Partie intégrante de notre quotidien cette pollution est souvent oubliée. Elle implique pourtant de nombreux effets négatifs, sur les plans économique, sanitaire, et sur la biodiversité.
Au travers de ce suivi de discovered via CKAN; api={}"
ckan_openig,Modélisation de la pollution lumineuse en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-pollution-lumineuse-en-occitanie,Pollum Occitanie 2022 - extrémités de nuit - raster,ZIP,https://ckan.openig.org/dataset/e416230e-2b60-42e0-9e99-1faa98ed92de/resource/566ca658-7d9d-46b8-bcf3-f82eb3cf1cc0/download/raster_pollum_extremnuit_occitanie_2022.zip,"2021,2022",regional,not_probed,,,reject_not_bpe,no,"La Stratégie régionale pour la Biodiversité (SRB), feuille de route collective élaborée de manière concertée, s’est fixée un cap pour préserver et reconquérir la biodiversité en Occitanie au travers 5 défis. La réduction de la pollution lumineuse et la restauration des trames noires y figurent comme un axe de travail. C’est dans ce cadre que la Région Occitanie à dès 2021 engagé un travail de suivi cartographique de la pollution lumineuse à l’échelle de son territoire.

Le terme de « pollution lumineuse » désigne la présence nocturne anormale ou gênante de lumière artificielle. Partie intégrante de notre quotidien cette pollution est souvent oubliée. Elle implique pourtant de nombreux effets négatifs, sur les plans économique, sanitaire, et sur la biodiversité.
Au travers de ce suivi de discovered via CKAN; api={}"
ckan_openig,Modélisation de la pollution lumineuse en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-pollution-lumineuse-en-occitanie,Étude de la pollution lumineuse en Occitanie - Annexes cartographiques au Rapport modifié du 27 août 2024,ZIP,https://ckan.openig.org/dataset/e416230e-2b60-42e0-9e99-1faa98ed92de/resource/127a2faf-c9c6-4fbd-a239-0908f54b7550/download/cartes_occitanie_pollutionlumineuse.zip,"2021,2024",regional,not_probed,,,reject_not_bpe,no,"La Stratégie régionale pour la Biodiversité (SRB), feuille de route collective élaborée de manière concertée, s’est fixée un cap pour préserver et reconquérir la biodiversité en Occitanie au travers 5 défis. La réduction de la pollution lumineuse et la restauration des trames noires y figurent comme un axe de travail. C’est dans ce cadre que la Région Occitanie à dès 2021 engagé un travail de suivi cartographique de la pollution lumineuse à l’échelle de son territoire.

Le terme de « pollution lumineuse » désigne la présence nocturne anormale ou gênante de lumière artificielle. Partie intégrante de notre quotidien cette pollution est souvent oubliée. Elle implique pourtant de nombreux effets négatifs, sur les plans économique, sanitaire, et sur la biodiversité.
Au travers de ce suivi de discovered via CKAN; api={}"
ckan_openig,Modélisation de la pollution lumineuse en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-pollution-lumineuse-en-occitanie,Étude de la pollution lumineuse en Occitanie - Rapport modifié du 27 août 2024,PDF,https://ckan.openig.org/dataset/e416230e-2b60-42e0-9e99-1faa98ed92de/resource/03f21da2-7b21-4576-abb8-ae96cf41d507/download/occitanie-pollutionlumineuse.pdf,"2021,2024",regional,not_probed,,,reject_not_bpe,no,"La Stratégie régionale pour la Biodiversité (SRB), feuille de route collective élaborée de manière concertée, s’est fixée un cap pour préserver et reconquérir la biodiversité en Occitanie au travers 5 défis. La réduction de la pollution lumineuse et la restauration des trames noires y figurent comme un axe de travail. C’est dans ce cadre que la Région Occitanie à dès 2021 engagé un travail de suivi cartographique de la pollution lumineuse à l’échelle de son territoire.

Le terme de « pollution lumineuse » désigne la présence nocturne anormale ou gênante de lumière artificielle. Partie intégrante de notre quotidien cette pollution est souvent oubliée. Elle implique pourtant de nombreux effets négatifs, sur les plans économique, sanitaire, et sur la biodiversité.
Au travers de ce suivi de discovered via CKAN; api={}"
ckan_openig,Modélisation de la trame noire en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-trame-noire-en-occitanie,Corridors trame noire Occitanie - vecteur,SHP,https://ckan.openig.org/dataset/d505ccc3-31fa-41f2-9095-e77da170b3fc/resource/707ad4a1-3bf4-4e83-90c0-e92dbdde6869/download/corridors_trame_noire_occitanie.zip,,regional,not_probed,,,reject_not_bpe,no,"Ce jeu de données présente les données de modélisation de la trame noire en Occitanie, elles sont issues de l’étude ""Production d'une cartographie de la pollution lumineuse sur la Région Occitanie"" engagée dans le cadre de la Stratégie régionale de la Biodiversité (SrB), conduite par la Région Occitanie avec l’appui des bureaux d’études La Telescop et DarkSkyLab.  

Les données sont réparties par sous trame (Réservoirs et corridors) dans les ressources.
Il faut télécharger l'ensemble des ressources pour obtenir la modélisation complète de la trame noire.

Le terme de « trame noire » désigne l'ensemble des corridors écologiques caractérisés par une certaine obscurité et empruntés par les espèces nocturnes. L’objectif est de limiter la dégradation et la fragmentation des habitats nature discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee"", ""typename"": ""corridors_x_classes_lum_zenit_b31d315"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=corridors_x_classes_lum_zenit_b31d315&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=corridors_x_clas"
ckan_openig,Modélisation de la trame noire en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-trame-noire-en-occitanie,Fichier de style 3 classes - vecteur,SL3,https://ckan.openig.org/dataset/d505ccc3-31fa-41f2-9095-e77da170b3fc/resource/6eba71e3-e326-4c7a-9a94-f774d77a2c47/download/style_vecteur_3_classes.sld,,regional,not_probed,,,reject_not_bpe,no,"Ce jeu de données présente les données de modélisation de la trame noire en Occitanie, elles sont issues de l’étude ""Production d'une cartographie de la pollution lumineuse sur la Région Occitanie"" engagée dans le cadre de la Stratégie régionale de la Biodiversité (SrB), conduite par la Région Occitanie avec l’appui des bureaux d’études La Telescop et DarkSkyLab.  

Les données sont réparties par sous trame (Réservoirs et corridors) dans les ressources.
Il faut télécharger l'ensemble des ressources pour obtenir la modélisation complète de la trame noire.

Le terme de « trame noire » désigne l'ensemble des corridors écologiques caractérisés par une certaine obscurité et empruntés par les espèces nocturnes. L’objectif est de limiter la dégradation et la fragmentation des habitats nature discovered via CKAN; api={}"
ckan_openig,Modélisation de la trame noire en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-trame-noire-en-occitanie,Fichier de style 8 classes - vecteur,SL3,https://ckan.openig.org/dataset/d505ccc3-31fa-41f2-9095-e77da170b3fc/resource/854ef304-58af-428f-8f7b-a6a409526f09/download/style_vecteur_8_classes.sld,,regional,not_probed,,,reject_not_bpe,no,"Ce jeu de données présente les données de modélisation de la trame noire en Occitanie, elles sont issues de l’étude ""Production d'une cartographie de la pollution lumineuse sur la Région Occitanie"" engagée dans le cadre de la Stratégie régionale de la Biodiversité (SrB), conduite par la Région Occitanie avec l’appui des bureaux d’études La Telescop et DarkSkyLab.  

Les données sont réparties par sous trame (Réservoirs et corridors) dans les ressources.
Il faut télécharger l'ensemble des ressources pour obtenir la modélisation complète de la trame noire.

Le terme de « trame noire » désigne l'ensemble des corridors écologiques caractérisés par une certaine obscurité et empruntés par les espèces nocturnes. L’objectif est de limiter la dégradation et la fragmentation des habitats nature discovered via CKAN; api={}"
ckan_openig,Modélisation de la trame noire en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-trame-noire-en-occitanie,Guide méthodologique Pollution lumineuse Région Occitanie,PDF,https://ckan.openig.org/dataset/d505ccc3-31fa-41f2-9095-e77da170b3fc/resource/6d45304c-7792-4d96-8eab-403fb1946d82/download/rapport-methodo-pollum-region-occitanie.pdf,,regional,not_probed,,,reject_not_bpe,no,"Ce jeu de données présente les données de modélisation de la trame noire en Occitanie, elles sont issues de l’étude ""Production d'une cartographie de la pollution lumineuse sur la Région Occitanie"" engagée dans le cadre de la Stratégie régionale de la Biodiversité (SrB), conduite par la Région Occitanie avec l’appui des bureaux d’études La Telescop et DarkSkyLab.  

Les données sont réparties par sous trame (Réservoirs et corridors) dans les ressources.
Il faut télécharger l'ensemble des ressources pour obtenir la modélisation complète de la trame noire.

Le terme de « trame noire » désigne l'ensemble des corridors écologiques caractérisés par une certaine obscurité et empruntés par les espèces nocturnes. L’objectif est de limiter la dégradation et la fragmentation des habitats nature discovered via CKAN; api={}"
ckan_openig,Modélisation de la trame noire en Occitanie,Région Occitanie / Pyrénées-Méditerranée,https://ckan.openig.org/dataset/modelisation-de-la-trame-noire-en-occitanie,Reservoirs trame noire Occitanie - vecteur,SHP,https://ckan.openig.org/dataset/d505ccc3-31fa-41f2-9095-e77da170b3fc/resource/0b08fc3c-23fe-490f-a51d-f379881b59f9/download/reservoirs_trame_noire_occitanie_hyvkrs1.zip,,regional,not_probed,,,reject_not_bpe,no,"Ce jeu de données présente les données de modélisation de la trame noire en Occitanie, elles sont issues de l’étude ""Production d'une cartographie de la pollution lumineuse sur la Région Occitanie"" engagée dans le cadre de la Stratégie régionale de la Biodiversité (SrB), conduite par la Région Occitanie avec l’appui des bureaux d’études La Telescop et DarkSkyLab.  

Les données sont réparties par sous trame (Réservoirs et corridors) dans les ressources.
Il faut télécharger l'ensemble des ressources pour obtenir la modélisation complète de la trame noire.

Le terme de « trame noire » désigne l'ensemble des corridors écologiques caractérisés par une certaine obscurité et empruntés par les espèces nocturnes. L’objectif est de limiter la dégradation et la fragmentation des habitats nature discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee"", ""typename"": ""reservoirs_x_classes_lum_zenit_8ba0802"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=reservoirs_x_classes_lum_zenit_8ba0802&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/region-occitanie-pyrenees-mediterranee?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=reservoirs_x_c"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,Dictionnaire de données,PDF,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/ddef3057-67aa-4124-a73e-1bafdb161df8/download/ocsid_cle_interpretation_17062025-cls.pdf,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,ETALAB Licence Ouverte v2.0,PDF,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/eda882c7-8c19-4387-b91d-581515b3a534/download/etalab-licence-ouverte-v2.0.pdf,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,Nomenclature OCSID,PDF,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/ea00797d-db3c-4a07-976a-76c2efdf536a/download/nomenclature-ocsid.pdf,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,OCSID AUDE 2021_2012 v1.1,SHP,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/9d74c6f0-1141-4e73-8dc4-df11ca8e62c3/download/ocsid_aude_2021_2012.zip,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/openig"", ""typename"": ""ocsid_aude_2021_2012_b02337f"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/openig?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=ocsid_aude_2021_2012_b02337f&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/openig?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=ocsid_aude_2021_2012_b02337f&OUTPUTFORMAT=geojson&CRSNAME=EPSG:4326""}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,OCSID AUDE mutations 2021_2012 v1.1,SHP,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/060a656a-a305-4786-8d90-1f17c380dd2a/download/ocsid_aude_mutations_2021_2012.zip,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/openig"", ""typename"": ""ocsid_aude_mutations_2021_2012_c5a4ce2"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/openig?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=ocsid_aude_mutations_2021_2012_c5a4ce2&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/openig?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=ocsid_aude_mutations_2021_2012_c5a4ce2&OUTPUTFORMAT=geojson&CRSNAME=EPSG:4326""}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,OCSID Aude 2012  v1.1,SHP,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/6cfc9ba7-836c-4e34-b9ed-4f7ce79fa472/download/ocsid_aude_2012.zip,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/openig"", ""typename"": ""ocsid_aude_2012_d034255"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/openig?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=ocsid_aude_2012_d034255&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/openig?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=ocsid_aude_2012_d034255&OUTPUTFORMAT=geojson&CRSNAME=EPSG:4326""}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,OCSID Aude 2021  v1.1,SHP,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/53099c78-bf8a-486f-9bb1-e25dcc1c87af/download/ocsid_aude_2021.zip,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={""url"": ""https://mapserver.openig.org/maps/openig"", ""typename"": ""ocsid_aude_2021_c28b7f1"", ""getlegendgraphic"": ""https://mapserver.openig.org/maps/openig?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetLegendGraphic&LAYER=ocsid_aude_2021_c28b7f1&FORMAT=image/png"", ""geojson"": ""https://mapserver.openig.org/maps/openig?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetFeature&TYPENAME=ocsid_aude_2021_c28b7f1&OUTPUTFORMAT=geojson&CRSNAME=EPSG:4326""}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Aude(11),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-aude11,Styles OCSID QML/SLD,ZIP,https://ckan.openig.org/dataset/0e3cf3e8-3d58-4e21-81e1-e198b660a664/resource/9381b5e5-fd42-44a2-86a1-087ba1788b70/download/styles_ocsid.zip,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Pyrénées Orientales(66),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-pyrenees-orientales66,Dictionnaire de Données,PDF,https://ckan.openig.org/dataset/d5791170-eaf3-4714-a4a7-4f5c6e65e3e2/resource/a86e9643-ccfa-46e4-a597-d4e940995590/download/ocsid_cle_interpretation_17062025-cls.pdf,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Pyrénées Orientales(66),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-pyrenees-orientales66,ETALAB Licence Ouverte v2.0,PDF,https://ckan.openig.org/dataset/d5791170-eaf3-4714-a4a7-4f5c6e65e3e2/resource/1babef3e-335e-4b83-8e0f-631c20dc06e8/download/etalab-licence-ouverte-v2.0.pdf,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
ckan_openig,OCSID - Occupation du Sol Interdépartementale Pyrénées Orientales(66),OPenIG,https://ckan.openig.org/dataset/ocsid-occupation-du-sol-interdepartementale-pyrenees-orientales66,Nomenclature OCSID,PDF,https://ckan.openig.org/dataset/d5791170-eaf3-4714-a4a7-4f5c6e65e3e2/resource/7d3bf419-b9fc-4f41-81c0-7bfebeddfdbc/download/nomenclature-ocsid.pdf,2021,regional,not_probed,,,reject_not_bpe,no,"L’Occupation du Sol Interdépartementale est une donnée OCSGE affinée, qui reprend l’intégralité de la nomenclature et de la donnée produite par l’IGN, pour décliner ses dimensions, couverture et usage sur le sol d’Occitanie.  
Produits par CLS sur les départements de l’Aude et des Pyrénées-Orientales, les millésimes 2021 et 2012 de OCSID permettent, entre autres, le suivi de la consommation d’espaces sur le territoire, la gestion des risques naturels avec notamment l’identification des friches agricoles, ainsi que l’appui aux politiques environnementales.  
Cette démarche de mutualisation a réuni dix financements locaux :  
   * Conseil départemental de l'Aude  
   * Conseil départemental des Pyrénées-Orientales  
   * Agence d'urbanisme catalane  
   * Syndicat mixte du SCOT de la p discovered via CKAN; api={}"
