target_year,ZE2020,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
2016,2811,44.0,107.0,337.0,19.0,42.0,37.0,168.0,87.0,110.0,951.0
2017,2811,48.0,89.0,374.0,33.0,42.0,48.0,171.0,97.0,106.0,1008.0
2018,2811,51.0,104.0,398.0,24.0,38.0,42.0,215.0,87.0,174.0,1133.0
2019,2811,73.0,118.0,442.0,35.0,40.0,60.0,267.0,94.0,165.0,1294.0
2020,2811,85.0,136.0,419.0,41.0,56.0,59.0,262.0,118.0,153.0,1329.0
2021,2811,101.0,153.0,494.0,45.0,61.0,96.0,345.0,116.0,204.0,1615.0
2022,2811,116.0,133.0,419.0,59.0,67.0,84.0,362.0,106.0,231.0,1577.0
2023,2811,128.0,148.0,385.0,53.0,80.0,77.0,361.0,99.0,231.0,1562.0
2024,2811,139.0,99.0,431.0,62.0,59.0,121.0,411.0,123.0,227.0,1672.0
2025,2811,151.0,138.0,465.0,43.0,47.0,119.0,400.0,111.0,221.0,1695.0
2012,2812,23.0,56.0,72.0,4.0,11.0,13.0,41.0,26.0,40.0,286.0
2013,2812,27.0,66.0,101.0,5.0,10.0,14.0,33.0,27.0,39.0,322.0
2014,2812,22.0,63.0,102.0,7.0,8.0,12.0,48.0,19.0,35.0,316.0
2015,2812,20.0,61.0,75.0,4.0,10.0,12.0,44.0,24.0,22.0,272.0
2016,2812,14.0,46.0,97.0,8.0,12.0,8.0,53.0,30.0,25.0,293.0
2017,2812,21.0,35.0,94.0,11.0,6.0,12.0,56.0,20.0,30.0,285.0
2018,2812,26.0,46.0,123.0,11.0,14.0,11.0,50.0,24.0,48.0,353.0
2019,2812,27.0,62.0,118.0,11.0,11.0,10.0,66.0,28.0,48.0,381.0
2020,2812,33.0,52.0,129.0,14.0,7.0,12.0,83.0,24.0,48.0,402.0
2021,2812,58.0,51.0,124.0,25.0,13.0,15.0,78.0,34.0,41.0,439.0
2022,2812,67.0,43.0,153.0,28.0,16.0,15.0,190.0,29.0,68.0,609.0
2023,2812,58.0,53.0,124.0,15.0,10.0,19.0,105.0,34.0,45.0,463.0
2024,2812,81.0,47.0,130.0,16.0,14.0,22.0,117.0,23.0,47.0,497.0
2025,2812,93.0,54.0,148.0,27.0,14.0,24.0,110.0,28.0,66.0,564.0
2012,2813,82.0,225.0,550.0,56.0,54.0,83.0,303.0,208.0,256.0,1817.0
2013,2813,99.0,187.0,594.0,59.0,58.0,87.0,300.0,218.0,218.0,1820.0
2014,2813,112.0,200.0,647.0,51.0,72.0,110.0,318.0,247.0,202.0,1959.0
2015,2813,74.0,151.0,639.0,45.0,51.0,80.0,327.0,235.0,199.0,1801.0
2016,2813,89.0,162.0,588.0,54.0,65.0,95.0,331.0,262.0,201.0,1847.0
2017,2813,84.0,129.0,663.0,72.0,57.0,113.0,368.0,263.0,188.0,1937.0
2018,2813,87.0,170.0,988.0,62.0,86.0,168.0,427.0,252.0,270.0,2510.0
2019,2813,163.0,190.0,1182.0,88.0,70.0,128.0,486.0,290.0,359.0,2956.0
2020,2813,184.0,217.0,1356.0,98.0,90.0,159.0,526.0,314.0,320.0,3264.0
2021,2813,239.0,278.0,1573.0,112.0,123.0,91.0,625.0,347.0,379.0,3767.0
2022,2813,252.0,237.0,1249.0,150.0,113.0,110.0,806.0,360.0,473.0,3750.0
2023,2813,268.0,227.0,1134.0,142.0,128.0,147.0,827.0,358.0,446.0,3677.0
2024,2813,319.0,266.0,1187.0,180.0,122.0,222.0,810.0,398.0,506.0,4010.0
2025,2813,357.0,245.0,1345.0,178.0,112.0,177.0,894.0,391.0,494.0,4193.0
2012,2814,34.0,121.0,202.0,14.0,16.0,27.0,114.0,62.0,82.0,672.0
2013,2814,29.0,84.0,196.0,7.0,12.0,18.0,85.0,46.0,62.0,539.0
2014,2814,41.0,93.0,204.0,16.0,15.0,21.0,109.0,45.0,77.0,621.0
2015,2814,25.0,86.0,175.0,10.0,22.0,19.0,87.0,58.0,60.0,542.0
2016,2814,39.0,66.0,183.0,13.0,29.0,9.0,108.0,43.0,66.0,556.0
2017,2814,28.0,68.0,215.0,9.0,29.0,11.0,116.0,63.0,62.0,601.0
2018,2814,35.0,78.0,229.0,13.0,18.0,17.0,92.0,59.0,81.0,622.0
2019,2814,52.0,115.0,249.0,29.0,27.0,24.0,137.0,46.0,109.0,788.0
2020,2814,52.0,81.0,283.0,22.0,31.0,22.0,161.0,105.0,94.0,851.0
2021,2814,77.0,114.0,294.0,28.0,41.0,38.0,184.0,60.0,145.0,981.0
2022,2814,67.0,79.0,243.0,30.0,31.0,41.0,216.0,76.0,133.0,916.0
2023,2814,86.0,101.0,236.0,36.0,41.0,43.0,214.0,70.0,119.0,946.0
2024,2814,147.0,95.0,239.0,29.0,32.0,36.0,221.0,80.0,139.0,1018.0
2025,2814,128.0,92.0,245.0,28.0,36.0,44.0,275.0,70.0,152.0,1070.0
2012,2815,245.0,701.0,1473.0,192.0,180.0,158.0,919.0,569.0,577.0,5014.0
2013,2815,195.0,658.0,1393.0,203.0,159.0,139.0,928.0,619.0,580.0,4874.0
2014,2815,229.0,711.0,1548.0,218.0,163.0,151.0,1015.0,635.0,577.0,5247.0
2015,2815,202.0,578.0,1520.0,201.0,196.0,170.0,850.0,674.0,477.0,4868.0
2016,2815,221.0,609.0,1687.0,196.0,189.0,191.0,1041.0,754.0,520.0,5408.0
2017,2815,221.0,583.0,1859.0,266.0,201.0,265.0,1221.0,721.0,556.0,5893.0
2018,2815,263.0,636.0,2585.0,254.0,240.0,209.0,1291.0,750.0,680.0,6908.0
2019,2815,331.0,674.0,2700.0,308.0,305.0,221.0,1536.0,816.0,735.0,7626.0
2020,2815,426.0,754.0,3274.0,361.0,297.0,256.0,1579.0,851.0,744.0,8542.0
2021,2815,507.0,911.0,3395.0,387.0,322.0,416.0,1938.0,1011.0,983.0,9870.0
2022,2815,597.0,832.0,2659.0,489.0,313.0,424.0,2304.0,1016.0,1034.0,9668.0
2023,2815,663.0,842.0,2593.0,523.0,351.0,328.0,2172.0,1018.0,1152.0,9642.0
2024,2815,815.0,824.0,2823.0,541.0,337.0,412.0,2255.0,1043.0,1221.0,10271.0
2025,2815,822.0,790.0,3258.0,580.0,357.0,477.0,2577.0,1115.0,1278.0,11254.0
2012,2816,26.0,75.0,204.0,28.0,20.0,26.0,96.0,56.0,88.0,619.0
2013,2816,39.0,63.0,196.0,25.0,20.0,15.0,91.0,69.0,71.0,589.0
2014,2816,39.0,70.0,213.0,26.0,28.0,21.0,92.0,70.0,78.0,637.0
2015,2816,40.0,47.0,200.0,19.0,36.0,29.0,77.0,72.0,62.0,582.0
2016,2816,52.0,53.0,228.0,22.0,43.0,20.0,96.0,74.0,66.0,654.0
2017,2816,38.0,55.0,259.0,14.0,23.0,18.0,107.0,75.0,61.0,650.0
2018,2816,52.0,60.0,275.0,15.0,42.0,26.0,116.0,77.0,78.0,741.0
2019,2816,53.0,88.0,294.0,24.0,28.0,24.0,130.0,79.0,97.0,817.0
2020,2816,73.0,61.0,318.0,33.0,39.0,34.0,136.0,86.0,81.0,861.0
2021,2816,89.0,92.0,368.0,47.0,38.0,36.0,181.0,92.0,110.0,1053.0
2022,2816,95.0,92.0,292.0,37.0,43.0,44.0,186.0,102.0,124.0,1015.0
2023,2816,116.0,81.0,261.0,37.0,45.0,34.0,194.0,77.0,112.0,957.0
2024,2816,159.0,111.0,332.0,26.0,43.0,66.0,238.0,105.0,134.0,1214.0
2025,2816,189.0,89.0,309.0,36.0,44.0,53.0,265.0,109.0,131.0,1225.0
2012,2817,40.0,173.0,250.0,36.0,24.0,24.0,188.0,69.0,133.0,937.0
2013,2817,42.0,139.0,274.0,32.0,16.0,26.0,174.0,90.0,129.0,922.0
2014,2817,54.0,165.0,326.0,40.0,23.0,33.0,161.0,93.0,119.0,1014.0
2015,2817,56.0,128.0,284.0,35.0,27.0,24.0,190.0,94.0,108.0,946.0
2016,2817,60.0,128.0,313.0,31.0,30.0,35.0,166.0,118.0,102.0,983.0
2017,2817,47.0,154.0,352.0,35.0,50.0,29.0,190.0,87.0,110.0,1054.0
2018,2817,67.0,132.0,392.0,44.0,35.0,42.0,185.0,133.0,120.0,1150.0
2019,2817,78.0,166.0,439.0,60.0,45.0,65.0,243.0,110.0,150.0,1356.0
2020,2817,91.0,143.0,512.0,71.0,51.0,57.0,259.0,90.0,132.0,1406.0
2021,2817,112.0,155.0,512.0,52.0,45.0,73.0,301.0,123.0,216.0,1589.0
2022,2817,158.0,172.0,492.0,87.0,52.0,53.0,380.0,127.0,236.0,1757.0
2023,2817,174.0,158.0,508.0,94.0,45.0,41.0,411.0,128.0,205.0,1764.0
2024,2817,224.0,162.0,498.0,95.0,50.0,60.0,395.0,136.0,210.0,1830.0
2025,2817,179.0,176.0,609.0,98.0,57.0,66.0,451.0,174.0,215.0,2025.0
2012,2818,26.0,39.0,89.0,9.0,6.0,12.0,28.0,15.0,30.0,254.0
2013,2818,15.0,24.0,79.0,2.0,10.0,12.0,30.0,22.0,29.0,223.0
2014,2818,24.0,35.0,98.0,1.0,2.0,6.0,36.0,27.0,22.0,251.0
2015,2818,18.0,22.0,74.0,1.0,6.0,15.0,24.0,41.0,30.0,231.0
2016,2818,27.0,30.0,105.0,4.0,6.0,5.0,24.0,29.0,15.0,245.0
2017,2818,15.0,25.0,80.0,5.0,7.0,8.0,34.0,36.0,21.0,231.0
2018,2818,19.0,32.0,99.0,3.0,7.0,7.0,32.0,33.0,29.0,261.0
2019,2818,31.0,33.0,108.0,12.0,14.0,7.0,51.0,33.0,41.0,330.0
2020,2818,33.0,26.0,136.0,8.0,5.0,15.0,53.0,36.0,27.0,339.0
2021,2818,34.0,29.0,144.0,11.0,16.0,14.0,72.0,47.0,50.0,417.0
2022,2818,47.0,26.0,111.0,17.0,18.0,21.0,70.0,40.0,47.0,397.0
2023,2818,65.0,28.0,88.0,20.0,13.0,12.0,77.0,33.0,36.0,372.0
2024,2818,86.0,32.0,83.0,8.0,18.0,9.0,71.0,35.0,62.0,404.0
2025,2818,87.0,30.0,104.0,9.0,5.0,21.0,80.0,34.0,49.0,419.0
2012,2819,39.0,70.0,152.0,23.0,18.0,21.0,104.0,59.0,100.0,586.0
2013,2819,30.0,72.0,207.0,19.0,12.0,22.0,88.0,75.0,64.0,589.0
2014,2819,38.0,89.0,211.0,13.0,28.0,13.0,78.0,62.0,61.0,593.0
2015,2819,33.0,79.0,199.0,13.0,19.0,26.0,98.0,58.0,85.0,610.0
2016,2819,41.0,60.0,225.0,6.0,26.0,16.0,87.0,67.0,82.0,610.0
2017,2819,34.0,66.0,259.0,11.0,28.0,28.0,82.0,65.0,58.0,631.0
2018,2819,44.0,68.0,266.0,17.0,28.0,25.0,108.0,79.0,90.0,725.0
2019,2819,78.0,80.0,262.0,28.0,31.0,31.0,128.0,85.0,103.0,826.0
2020,2819,71.0,69.0,330.0,23.0,32.0,28.0,160.0,90.0,93.0,896.0
2021,2819,88.0,95.0,391.0,32.0,44.0,27.0,191.0,87.0,129.0,1084.0
2022,2819,129.0,89.0,270.0,25.0,37.0,33.0,176.0,80.0,138.0,977.0
2023,2819,147.0,71.0,290.0,39.0,45.0,38.0,195.0,88.0,177.0,1090.0
2024,2819,201.0,81.0,278.0,30.0,45.0,39.0,222.0,99.0,141.0,1136.0
2025,2819,195.0,78.0,299.0,47.0,47.0,47.0,264.0,80.0,173.0,1230.0
2012,3201,36.0,88.0,189.0,14.0,11.0,24.0,73.0,51.0,101.0,587.0
2013,3201,30.0,88.0,205.0,6.0,10.0,20.0,48.0,41.0,78.0,526.0
2014,3201,36.0,92.0,189.0,6.0,14.0,24.0,53.0,52.0,64.0,530.0
2015,3201,39.0,97.0,182.0,8.0,9.0,21.0,66.0,69.0,69.0,560.0
2016,3201,35.0,126.0,210.0,12.0,10.0,33.0,75.0,61.0,67.0,629.0
2017,3201,34.0,167.0,227.0,7.0,16.0,23.0,97.0,53.0,75.0,699.0
2018,3201,41.0,162.0,293.0,5.0,26.0,26.0,100.0,63.0,68.0,784.0
2019,3201,49.0,186.0,254.0,17.0,17.0,54.0,98.0,48.0,100.0,823.0
2020,3201,62.0,95.0,265.0,12.0,27.0,47.0,115.0,54.0,94.0,771.0
2021,3201,66.0,97.0,296.0,16.0,25.0,52.0,147.0,68.0,120.0,887.0
2022,3201,81.0,112.0,250.0,20.0,28.0,38.0,182.0,57.0,119.0,887.0
2023,3201,110.0,82.0,260.0,51.0,36.0,36.0,156.0,73.0,102.0,906.0
2024,3201,143.0,82.0,283.0,32.0,33.0,57.0,188.0,81.0,115.0,1014.0
2025,3201,149.0,72.0,291.0,27.0,29.0,75.0,189.0,65.0,101.0,998.0
2012,3202,133.0,300.0,685.0,84.0,58.0,91.0,372.0,337.0,371.0,2431.0
2013,3202,147.0,290.0,652.0,84.0,61.0,88.0,337.0,326.0,295.0,2280.0
2014,3202,162.0,310.0,708.0,81.0,57.0,79.0,387.0,349.0,314.0,2447.0
2015,3202,159.0,277.0,701.0,89.0,89.0,90.0,373.0,418.0,266.0,2462.0
2016,3202,167.0,269.0,727.0,70.0,87.0,98.0,439.0,407.0,257.0,2521.0
2017,3202,127.0,263.0,852.0,75.0,98.0,146.0,451.0,349.0,258.0,2619.0
2018,3202,126.0,320.0,1434.0,105.0,118.0,161.0,513.0,414.0,289.0,3480.0
2019,3202,195.0,287.0,1355.0,138.0,134.0,215.0,632.0,444.0,367.0,3767.0
2020,3202,213.0,334.0,1552.0,128.0,117.0,228.0,625.0,447.0,320.0,3964.0
2021,3202,266.0,374.0,1658.0,175.0,170.0,229.0,774.0,510.0,438.0,4594.0
2022,3202,335.0,403.0,1285.0,198.0,223.0,207.0,1014.0,544.0,507.0,4716.0
2023,3202,398.0,436.0,1236.0,204.0,134.0,144.0,1000.0,492.0,578.0,4622.0
2024,3202,462.0,371.0,1354.0,199.0,134.0,196.0,991.0,548.0,566.0,4821.0
2025,3202,514.0,364.0,1410.0,245.0,153.0,195.0,1075.0,586.0,560.0,5102.0
2012,3203,62.0,162.0,361.0,52.0,37.0,38.0,226.0,179.0,170.0,1287.0
2013,3203,63.0,175.0,393.0,36.0,46.0,39.0,214.0,149.0,164.0,1279.0
2014,3203,56.0,156.0,418.0,25.0,31.0,26.0,205.0,165.0,147.0,1229.0
2015,3203,73.0,149.0,376.0,31.0,57.0,44.0,218.0,172.0,103.0,1223.0
2016,3203,76.0,100.0,376.0,31.0,53.0,28.0,223.0,159.0,123.0,1169.0
2017,3203,81.0,125.0,433.0,31.0,64.0,34.0,225.0,181.0,114.0,1288.0
2018,3203,59.0,100.0,485.0,45.0,42.0,38.0,229.0,183.0,136.0,1317.0
2019,3203,103.0,118.0,617.0,53.0,58.0,47.0,298.0,198.0,177.0,1669.0
2020,3203,81.0,112.0,759.0,48.0,50.0,67.0,299.0,175.0,166.0,1757.0
2021,3203,109.0,135.0,787.0,84.0,69.0,83.0,378.0,211.0,207.0,2063.0
2022,3203,152.0,159.0,626.0,77.0,105.0,89.0,413.0,230.0,261.0,2112.0
2023,3203,148.0,120.0,527.0,90.0,70.0,78.0,398.0,231.0,247.0,1909.0
2024,3203,210.0,153.0,624.0,101.0,63.0,111.0,433.0,226.0,269.0,2190.0
2025,3203,181.0,133.0,625.0,138.0,71.0,77.0,539.0,247.0,255.0,2266.0
2012,3204,49.0,105.0,301.0,23.0,17.0,47.0,121.0,102.0,114.0,879.0
2013,3204,43.0,116.0,286.0,21.0,26.0,36.0,114.0,93.0,103.0,838.0
2014,3204,39.0,107.0,331.0,13.0,27.0,22.0,133.0,101.0,103.0,876.0
2015,3204,45.0,68.0,331.0,14.0,34.0,35.0,108.0,119.0,98.0,852.0
2016,3204,51.0,89.0,329.0,11.0,37.0,27.0,139.0,105.0,82.0,870.0
2017,3204,78.0,91.0,322.0,9.0,34.0,53.0,148.0,114.0,89.0,938.0
2018,3204,59.0,92.0,358.0,21.0,42.0,39.0,182.0,93.0,88.0,974.0
2019,3204,75.0,106.0,419.0,31.0,48.0,47.0,170.0,111.0,106.0,1113.0
2020,3204,70.0,94.0,436.0,23.0,48.0,75.0,184.0,111.0,109.0,1150.0
2021,3204,90.0,103.0,526.0,36.0,51.0,75.0,235.0,198.0,142.0,1456.0
2022,3204,126.0,104.0,475.0,41.0,66.0,85.0,256.0,129.0,159.0,1441.0
2023,3204,124.0,102.0,356.0,43.0,49.0,82.0,247.0,123.0,149.0,1275.0
2024,3204,167.0,89.0,364.0,40.0,58.0,105.0,304.0,136.0,174.0,1437.0
2025,3204,185.0,73.0,429.0,45.0,47.0,115.0,288.0,140.0,174.0,1496.0
2012,3205,78.0,276.0,498.0,35.0,40.0,37.0,227.0,163.0,248.0,1602.0
2013,3205,91.0,241.0,474.0,38.0,45.0,30.0,189.0,199.0,193.0,1500.0
2014,3205,84.0,270.0,482.0,31.0,37.0,46.0,223.0,168.0,203.0,1544.0
2015,3205,75.0,179.0,476.0,31.0,51.0,41.0,199.0,181.0,177.0,1410.0
2016,3205,70.0,161.0,508.0,23.0,37.0,32.0,218.0,186.0,168.0,1403.0
2017,3205,71.0,180.0,553.0,33.0,39.0,28.0,235.0,176.0,158.0,1473.0
2018,3205,83.0,170.0,683.0,41.0,41.0,48.0,245.0,201.0,208.0,1720.0
2019,3205,109.0,197.0,705.0,53.0,54.0,62.0,243.0,209.0,226.0,1858.0
2020,3205,126.0,201.0,870.0,60.0,55.0,79.0,279.0,194.0,180.0,2044.0
2021,3205,138.0,262.0,926.0,58.0,86.0,113.0,371.0,215.0,269.0,2438.0
2022,3205,206.0,251.0,736.0,91.0,91.0,93.0,404.0,240.0,349.0,2461.0
2023,3205,261.0,213.0,774.0,88.0,89.0,94.0,459.0,234.0,300.0,2512.0
2024,3205,328.0,248.0,805.0,100.0,84.0,112.0,510.0,246.0,348.0,2781.0
2025,3205,310.0,201.0,905.0,138.0,79.0,106.0,555.0,238.0,379.0,2911.0
2012,3206,62.0,130.0,334.0,27.0,18.0,51.0,157.0,116.0,120.0,1015.0
2013,3206,52.0,141.0,342.0,23.0,33.0,44.0,122.0,111.0,83.0,951.0
2014,3206,49.0,134.0,445.0,29.0,33.0,29.0,152.0,112.0,97.0,1080.0
2015,3206,42.0,94.0,399.0,18.0,36.0,40.0,140.0,135.0,115.0,1019.0
2016,3206,59.0,94.0,356.0,22.0,34.0,20.0,141.0,137.0,104.0,967.0
2017,3206,43.0,97.0,369.0,27.0,43.0,51.0,178.0,111.0,101.0,1020.0
2018,3206,59.0,94.0,363.0,33.0,36.0,33.0,180.0,119.0,116.0,1033.0
2019,3206,87.0,110.0,558.0,34.0,43.0,50.0,204.0,132.0,120.0,1338.0
2020,3206,71.0,99.0,703.0,40.0,47.0,52.0,219.0,129.0,132.0,1492.0
2021,3206,100.0,126.0,686.0,52.0,40.0,78.0,250.0,169.0,161.0,1662.0
2022,3206,135.0,148.0,516.0,59.0,83.0,95.0,280.0,178.0,188.0,1682.0
2023,3206,145.0,127.0,517.0,53.0,65.0,71.0,297.0,171.0,202.0,1648.0
2024,3206,194.0,137.0,562.0,62.0,51.0,101.0,323.0,158.0,187.0,1775.0
2025,3206,185.0,107.0,547.0,63.0,60.0,139.0,393.0,175.0,201.0,1870.0
2012,3207,44.0,141.0,315.0,33.0,25.0,28.0,119.0,94.0,125.0,924.0
2013,3207,43.0,115.0,346.0,24.0,22.0,30.0,109.0,67.0,111.0,867.0
2014,3207,48.0,97.0,359.0,17.0,15.0,19.0,121.0,77.0,108.0,861.0
2015,3207,37.0,89.0,327.0,12.0,28.0,19.0,101.0,100.0,107.0,820.0
2016,3207,35.0,80.0,315.0,23.0,14.0,17.0,107.0,91.0,86.0,768.0
2017,3207,39.0,70.0,312.0,15.0,20.0,30.0,119.0,116.0,99.0,820.0
2018,3207,54.0,79.0,427.0,26.0,22.0,26.0,124.0,105.0,101.0,964.0
2019,3207,70.0,84.0,552.0,31.0,23.0,37.0,156.0,114.0,139.0,1206.0
2020,3207,82.0,100.0,612.0,22.0,28.0,25.0,155.0,103.0,121.0,1248.0
2021,3207,94.0,121.0,694.0,52.0,30.0,39.0,226.0,120.0,160.0,1536.0
2022,3207,112.0,123.0,471.0,34.0,47.0,52.0,244.0,130.0,192.0,1405.0
2023,3207,119.0,95.0,426.0,72.0,38.0,63.0,242.0,115.0,184.0,1354.0
2024,3207,162.0,84.0,464.0,62.0,27.0,56.0,259.0,101.0,207.0,1422.0
2025,3207,147.0,109.0,484.0,66.0,43.0,58.0,287.0,116.0,186.0,1496.0
2012,3208,34.0,158.0,339.0,26.0,30.0,27.0,124.0,112.0,137.0,987.0
2013,3208,48.0,154.0,357.0,14.0,30.0,27.0,142.0,131.0,121.0,1024.0
2014,3208,69.0,154.0,332.0,12.0,41.0,19.0,108.0,104.0,119.0,958.0
2015,3208,59.0,101.0,271.0,14.0,39.0,31.0,104.0,111.0,86.0,816.0
2016,3208,57.0,80.0,331.0,18.0,49.0,18.0,126.0,117.0,95.0,891.0
2017,3208,67.0,89.0,322.0,12.0,46.0,24.0,129.0,109.0,102.0,900.0
2018,3208,73.0,82.0,402.0,25.0,41.0,26.0,155.0,104.0,96.0,1004.0
2019,3208,77.0,127.0,497.0,35.0,45.0,41.0,131.0,109.0,134.0,1196.0
2020,3208,66.0,105.0,627.0,27.0,53.0,56.0,161.0,99.0,141.0,1335.0
2021,3208,73.0,127.0,594.0,39.0,54.0,59.0,224.0,149.0,157.0,1476.0
2022,3208,127.0,139.0,479.0,50.0,60.0,71.0,242.0,133.0,206.0,1507.0
2023,3208,157.0,126.0,466.0,59.0,44.0,44.0,269.0,159.0,196.0,1520.0
2024,3208,189.0,123.0,468.0,67.0,47.0,53.0,293.0,150.0,202.0,1592.0
2025,3208,203.0,101.0,495.0,59.0,32.0,83.0,318.0,173.0,217.0,1681.0
2012,3209,26.0,115.0,156.0,17.0,12.0,21.0,94.0,32.0,74.0,547.0
2013,3209,45.0,68.0,153.0,18.0,6.0,14.0,63.0,53.0,53.0,473.0
2014,3209,37.0,73.0,133.0,11.0,11.0,22.0,72.0,50.0,59.0,468.0
2015,3209,33.0,78.0,137.0,25.0,9.0,23.0,85.0,52.0,48.0,490.0
2016,3209,34.0,71.0,163.0,19.0,9.0,34.0,84.0,67.0,56.0,537.0
2017,3209,33.0,58.0,169.0,8.0,15.0,40.0,85.0,55.0,72.0,535.0
2018,3209,24.0,69.0,182.0,22.0,17.0,40.0,109.0,71.0,49.0,583.0
2019,3209,45.0,68.0,201.0,24.0,13.0,48.0,130.0,64.0,73.0,666.0
2020,3209,42.0,73.0,243.0,25.0,23.0,26.0,121.0,53.0,65.0,671.0
2021,3209,73.0,79.0,288.0,37.0,13.0,27.0,150.0,83.0,82.0,832.0
2022,3209,82.0,66.0,202.0,34.0,26.0,19.0,159.0,66.0,101.0,755.0
2023,3209,85.0,66.0,238.0,39.0,15.0,48.0,173.0,62.0,89.0,815.0
2024,3209,140.0,89.0,249.0,40.0,17.0,30.0,187.0,61.0,109.0,922.0
2025,3209,113.0,91.0,246.0,54.0,23.0,36.0,188.0,77.0,113.0,941.0
2012,3210,77.0,186.0,407.0,68.0,32.0,54.0,225.0,179.0,202.0,1430.0
2013,3210,84.0,194.0,432.0,41.0,34.0,50.0,254.0,172.0,137.0,1398.0
2014,3210,78.0,183.0,478.0,42.0,39.0,50.0,224.0,141.0,132.0,1367.0
2015,3210,68.0,176.0,411.0,47.0,46.0,56.0,232.0,142.0,160.0,1338.0
2016,3210,66.0,154.0,485.0,47.0,50.0,45.0,280.0,147.0,132.0,1406.0
2017,3210,54.0,168.0,534.0,51.0,42.0,48.0,277.0,160.0,150.0,1484.0
2018,3210,54.0,138.0,622.0,62.0,58.0,46.0,327.0,163.0,163.0,1633.0
2019,3210,113.0,177.0,667.0,68.0,56.0,45.0,357.0,179.0,197.0,1859.0
2020,3210,80.0,176.0,705.0,56.0,77.0,61.0,367.0,166.0,182.0,1870.0
2021,3210,117.0,223.0,763.0,108.0,71.0,77.0,482.0,205.0,244.0,2290.0
2022,3210,150.0,190.0,599.0,93.0,84.0,74.0,517.0,253.0,275.0,2235.0
2023,3210,167.0,193.0,664.0,130.0,87.0,81.0,562.0,235.0,274.0,2393.0
2024,3210,197.0,194.0,709.0,115.0,69.0,77.0,541.0,208.0,312.0,2422.0
2025,3210,260.0,199.0,799.0,140.0,81.0,113.0,568.0,234.0,263.0,2657.0
2012,3211,95.0,326.0,720.0,114.0,52.0,73.0,413.0,235.0,283.0,2311.0
2013,3211,84.0,308.0,781.0,79.0,64.0,59.0,406.0,236.0,274.0,2291.0
2014,3211,125.0,311.0,855.0,76.0,60.0,65.0,427.0,232.0,270.0,2421.0
2015,3211,91.0,290.0,790.0,71.0,69.0,79.0,439.0,243.0,248.0,2320.0
2016,3211,93.0,226.0,946.0,88.0,61.0,74.0,473.0,260.0,249.0,2470.0
2017,3211,107.0,233.0,909.0,98.0,55.0,87.0,520.0,274.0,266.0,2549.0
2018,3211,119.0,241.0,1063.0,100.0,67.0,101.0,602.0,252.0,313.0,2858.0
2019,3211,140.0,269.0,1180.0,123.0,92.0,111.0,695.0,271.0,325.0,3206.0
2020,3211,130.0,299.0,1217.0,163.0,89.0,140.0,636.0,275.0,359.0,3308.0
2021,3211,202.0,360.0,1399.0,195.0,104.0,173.0,801.0,342.0,414.0,3990.0
2022,3211,217.0,323.0,1265.0,229.0,141.0,197.0,1028.0,353.0,480.0,4233.0
2023,3211,246.0,286.0,1273.0,234.0,129.0,132.0,946.0,348.0,476.0,4070.0
2024,3211,288.0,327.0,1612.0,250.0,94.0,146.0,1027.0,372.0,492.0,4608.0
2025,3211,294.0,295.0,1665.0,248.0,115.0,166.0,1098.0,383.0,510.0,4774.0
2012,3212,53.0,176.0,448.0,40.0,38.0,41.0,193.0,167.0,163.0,1319.0
2013,3212,87.0,190.0,522.0,45.0,36.0,38.0,162.0,154.0,147.0,1381.0
2014,3212,77.0,182.0,477.0,33.0,46.0,24.0,202.0,153.0,138.0,1332.0
2015,3212,60.0,127.0,471.0,27.0,50.0,26.0,192.0,156.0,160.0,1269.0
2016,3212,114.0,116.0,574.0,37.0,49.0,28.0,198.0,174.0,124.0,1414.0
2017,3212,84.0,117.0,544.0,31.0,36.0,35.0,231.0,174.0,130.0,1382.0
2018,3212,85.0,136.0,606.0,47.0,36.0,38.0,220.0,157.0,158.0,1483.0
2019,3212,85.0,175.0,761.0,68.0,43.0,50.0,234.0,212.0,195.0,1823.0
2020,3212,98.0,207.0,887.0,70.0,65.0,56.0,301.0,169.0,177.0,2030.0
2021,3212,128.0,211.0,974.0,82.0,64.0,75.0,369.0,199.0,225.0,2327.0
2022,3212,153.0,213.0,791.0,77.0,74.0,101.0,408.0,207.0,268.0,2292.0
2023,3212,220.0,165.0,803.0,79.0,73.0,78.0,420.0,199.0,312.0,2349.0
2024,3212,244.0,178.0,939.0,99.0,70.0,86.0,449.0,237.0,284.0,2586.0
2025,3212,252.0,179.0,915.0,100.0,58.0,89.0,522.0,268.0,370.0,2753.0
2012,3213,64.0,154.0,486.0,47.0,46.0,58.0,223.0,146.0,196.0,1420.0
2013,3213,77.0,132.0,503.0,41.0,31.0,45.0,208.0,149.0,179.0,1365.0
2014,3213,62.0,135.0,469.0,33.0,35.0,57.0,218.0,168.0,164.0,1341.0
2015,3213,65.0,105.0,526.0,30.0,44.0,46.0,184.0,150.0,151.0,1301.0
2016,3213,74.0,104.0,501.0,26.0,46.0,47.0,208.0,189.0,155.0,1350.0
2017,3213,63.0,104.0,523.0,32.0,46.0,52.0,250.0,162.0,164.0,1396.0
2018,3213,90.0,143.0,707.0,42.0,32.0,84.0,264.0,180.0,237.0,1779.0
2019,3213,109.0,126.0,930.0,49.0,65.0,67.0,319.0,200.0,276.0,2141.0
