target_year,ZE2020,node_idx,libze2020,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,urssaf_employer_establishments_t_minus_1,urssaf_salaried_employees_t_minus_1,urssaf_payroll_t_minus_1,urssaf_employer_growth_1y_t_minus_1,urssaf_wage_per_employee_t_minus_1,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,side_enterprise_creations_official,side_establishment_creations_official,communes_count,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,is_covid_year,is_post_covid_rebound,fr_climat_affaires_t_minus_1,fr_climat_emploi_t_minus_1,fr_bdf_conj_services_climate_t_minus_1,fr_bdf_gstix_comp_t_minus_1
2012,1103,16,Étampes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214.0,17964.0,504866832.0,0.0068212824010913,28104.366065464263,0,0,1,1,795,838,64,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,1103,16,Étampes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211.0,18065.0,516567365.0,-0.0013550135501354,28594.92748408525,0,0,1,1,775,809,64,838.0,,,-0.0346062052505966,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,1103,16,Étampes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.0,17807.0,517147697.0,-0.0221619176843057,29041.820463862525,0,0,1,1,785,848,64,809.0,838.0,,0.0482076637824475,0.0119331742243435,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,1103,16,Étampes,,,,,,,,,,,,,,,,,,,,,,,5499.0,317.0,812.0,1433.0,198.0,217.0,374.0,894.0,703.0,551.0,,2140.0,17789.0,520920536.0,-0.0101757631822386,29283.29506998707,0,1,1,1,806,860,64,848.0,809.0,838.0,0.0141509433962263,0.0630407911001236,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,1103,16,Étampes,,,,,,,,,,,,,,,,,,,,,,,5608.0,319.0,803.0,1460.0,196.0,219.0,367.0,943.0,725.0,576.0,0.0198217857792326,2139.0,17684.0,524824469.0,-0.0004672897196261,29677.927448541053,0,1,1,1,868,952,64,860.0,848.0,809.0,0.1069767441860465,0.1226415094339623,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,1103,16,Étampes,,,,,,,,,,,,,,,,,,,,,,,5766.0,335.0,807.0,1504.0,194.0,225.0,388.0,960.0,762.0,591.0,0.0281740370898715,2154.0,17632.0,529333546.0,0.0070126227208975,30021.18568511797,0,1,1,1,905,962,64,952.0,860.0,848.0,0.0105042016806722,0.1186046511627907,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,1103,16,Étampes,2663.0,92.0,20.0,43.0,0.0,18.0,2.0,87.0,371.0,483.0,94.0,160.0,47.0,102.0,75.0,355.0,415.0,299.0,25902.0,0.1170213531025362,0.1813743897859557,,5909.0,353.0,810.0,1574.0,192.0,231.0,373.0,1027.0,760.0,589.0,0.0248005549774541,2179.0,17709.0,540141997.0,0.0116063138347259,30500.98802868598,1,1,1,1,1074,1122,64,962.0,952.0,860.0,0.1663201663201663,0.1785714285714286,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,1103,16,Étampes,2706.0,93.0,24.0,39.0,0.0,18.0,3.0,88.0,379.0,506.0,90.0,168.0,56.0,98.0,78.0,357.0,420.0,289.0,25055.0,0.1175862786646411,0.1869918699186991,0.0161472024033044,6202.0,360.0,829.0,1586.0,201.0,249.0,392.0,1137.0,801.0,647.0,0.0495853782365882,2191.0,17984.0,554298402.0,0.0055071133547499,30821.75278024911,1,1,1,1,1314,1396,64,1122.0,962.0,952.0,0.2442067736185382,0.4511434511434511,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,1103,16,Étampes,2827.0,103.0,23.0,39.0,0.0,18.0,3.0,88.0,417.0,529.0,96.0,183.0,43.0,107.0,84.0,377.0,428.0,289.0,26049.0,0.1184143402675374,0.1871241598868058,0.0447154471544715,6573.0,372.0,912.0,1694.0,223.0,247.0,414.0,1180.0,850.0,681.0,0.0598194130925509,2195.0,18055.0,568942752.0,0.0018256503879507,31511.645084464137,1,1,1,1,1237,1318,64,1396.0,1122.0,962.0,-0.0558739255014326,0.1746880570409983,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,1103,16,Étampes,2801.0,108.0,20.0,40.0,0.0,17.0,3.0,83.0,427.0,517.0,91.0,176.0,42.0,96.0,88.0,370.0,440.0,283.0,26153.0,0.1196898746189106,0.1845769368082827,-0.0091970286522815,6782.0,368.0,943.0,1728.0,241.0,254.0,424.0,1225.0,887.0,712.0,0.0317967442568081,2192.0,17932.0,529930179.0,-0.0013667425968109,29552.20717153692,1,1,1,1,1498,1576,64,1318.0,1396.0,1122.0,0.1957511380880121,0.1289398280802292,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,1103,16,Étampes,2845.0,100.0,19.0,42.0,0.0,17.0,3.0,85.0,437.0,525.0,94.0,186.0,46.0,101.0,87.0,390.0,432.0,281.0,26207.0,0.1195011134756811,0.1845342706502636,0.0157086754730453,7426.0,405.0,1013.0,1898.0,268.0,277.0,462.0,1371.0,928.0,804.0,0.0949572397522855,2241.0,18327.0,571248893.0,0.0223540145985401,31169.798275768,1,1,1,1,1507,1592,64,1576.0,1318.0,1396.0,0.0101522842639594,0.2078907435508346,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,1103,16,Étampes,2890.0,109.0,21.0,44.0,0.0,18.0,3.0,86.0,429.0,529.0,95.0,198.0,44.0,107.0,83.0,401.0,433.0,290.0,25969.0,0.11814537661187,0.1830449826989619,0.015817223198594,7728.0,432.0,1007.0,1916.0,296.0,287.0,447.0,1497.0,959.0,887.0,0.0406679235119848,2250.0,18591.0,599496975.0,0.0040160642570281,32246.623366144908,1,1,1,1,1505,1595,64,1592.0,1576.0,1318.0,0.0018844221105527,0.0120558375634518,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,1103,16,Étampes,2906.0,110.0,23.0,44.0,0.0,16.0,3.0,85.0,424.0,529.0,86.0,198.0,50.0,99.0,91.0,417.0,431.0,300.0,26121.0,0.1182384122083602,0.1820371644872677,0.0055363321799308,7807.0,460.0,1026.0,1892.0,307.0,305.0,417.0,1545.0,956.0,899.0,0.0102225672877847,2256.0,18530.0,619011280.0,0.0026666666666665,33405.89746357258,1,1,1,1,1586,1708,64,1595.0,1592.0,1576.0,0.0708463949843261,0.0728643216080402,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,1103,16,Étampes,2924.0,108.0,22.0,48.0,0.0,17.0,3.0,82.0,436.0,540.0,84.0,197.0,51.0,103.0,85.0,407.0,444.0,297.0,26100.0,0.1193556415980956,0.1846785225718194,0.0061940812112869,,,,,,,,,,,,2246.0,18308.0,625642938.0,-0.0044326241134752,34173.199584880924,1,0,1,1,1776,1985,64,1708.0,1595.0,1592.0,0.1621779859484777,0.244514106583072,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,1104,17,Évry-Courcouronnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11522.0,141692.0,3986666574.0,0.0077844835126388,28136.14441182283,0,0,1,1,4585,5180,68,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,1104,17,Évry-Courcouronnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11559.0,140989.0,4033357189.0,0.0032112480472139,28607.601933484173,0,0,1,1,4525,5016,68,5180.0,,,-0.0316602316602316,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,1104,17,Évry-Courcouronnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11592.0,142201.0,4116532924.0,0.0028549182455228,28948.691809480944,0,0,1,1,4941,5398,68,5016.0,5180.0,,0.0761562998405103,0.042084942084942,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,1104,17,Évry-Courcouronnes,,,,,,,,,,,,,,,,,,,,,,,28855.0,1402.0,4094.0,8246.0,1197.0,1001.0,1365.0,5156.0,4097.0,2297.0,,11768.0,143561.0,4221940490.0,0.0151828847481021,29408.686829988645,0,1,1,1,4717,5149,68,5398.0,5016.0,5180.0,-0.0461281956280104,0.0265151515151516,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,1104,17,Évry-Courcouronnes,,,,,,,,,,,,,,,,,,,,,,,29551.0,1397.0,4077.0,8460.0,1216.0,1052.0,1417.0,5305.0,4269.0,2358.0,0.0241206030150753,11884.0,144933.0,4292706562.0,0.0098572399728076,29618.558658138587,0,1,1,1,5135,5576,68,5149.0,5398.0,5016.0,0.0829287240240823,0.0329751759911078,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,1104,17,Évry-Courcouronnes,,,,,,,,,,,,,,,,,,,,,,,30339.0,1395.0,4075.0,8733.0,1299.0,1102.0,1471.0,5514.0,4343.0,2407.0,0.0266657642719365,11987.0,147859.0,4440482334.0,0.0086671154493436,30031.870457665747,0,1,1,1,5751,6322,68,5576.0,5149.0,5398.0,0.1337876614060258,0.2278112254806759,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,1104,17,Évry-Courcouronnes,13048.0,62.0,79.0,213.0,0.0,87.0,12.0,374.0,1827.0,2757.0,621.0,924.0,351.0,515.0,341.0,1878.0,1667.0,1340.0,195572.0,0.1232744817888841,0.2112967504598406,,31188.0,1394.0,4183.0,8945.0,1391.0,1157.0,1500.0,5641.0,4434.0,2543.0,0.027983783249283,12066.0,152686.0,4615005837.0,0.0065904730124302,30225.468196167298,1,1,1,1,6832,7321,68,6322.0,5576.0,5149.0,0.1580196140461878,0.312948350071736,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,1104,17,Évry-Courcouronnes,13767.0,61.0,75.0,218.0,0.0,81.0,13.0,359.0,2007.0,2788.0,709.0,997.0,389.0,558.0,358.0,2046.0,1738.0,1370.0,207269.0,0.1222214830263884,0.2025132563376189,0.055104230533415,33167.0,1430.0,4307.0,9525.0,1498.0,1195.0,1558.0,6174.0,4760.0,2720.0,0.0634538925227652,12251.0,155598.0,4767702691.0,0.0153323388032486,30641.156640830857,1,1,1,1,8378,8975,68,7321.0,6322.0,5576.0,0.2259254200245868,0.4196456817462828,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,1104,17,Évry-Courcouronnes,14663.0,64.0,85.0,232.0,0.0,80.0,15.0,384.0,2282.0,2931.0,797.0,1065.0,439.0,583.0,368.0,2205.0,1743.0,1390.0,212481.0,0.1222637983279245,0.1998908818113619,0.0650831698990339,35088.0,1499.0,4544.0,10205.0,1651.0,1243.0,1607.0,6474.0,4884.0,2981.0,0.0579190158892874,12529.0,159029.0,4899437624.0,0.0226920251408049,30808.45395493904,1,1,1,1,9608,10130,68,8975.0,7321.0,6322.0,0.1286908077994428,0.3836907526294222,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,1104,17,Évry-Courcouronnes,14851.0,66.0,81.0,236.0,0.0,82.0,15.0,388.0,2452.0,2961.0,795.0,1079.0,438.0,556.0,377.0,2193.0,1735.0,1397.0,212323.0,0.1233920535664933,0.1993805130967611,0.0128213871649731,37358.0,1594.0,4798.0,11144.0,1813.0,1300.0,1695.0,6904.0,4995.0,3115.0,0.0646944824441404,12677.0,161146.0,4624110838.0,0.0118125947801102,28695.163628014347,1,1,1,1,10828,11332,68,10130.0,8975.0,7321.0,0.1186574531095754,0.2626183844011143,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,1104,17,Évry-Courcouronnes,15473.0,71.0,78.0,234.0,0.0,81.0,15.0,377.0,2659.0,3060.0,856.0,1111.0,479.0,565.0,381.0,2298.0,1796.0,1412.0,217045.0,0.124511343290593,0.1977638467007044,0.0418827015015823,40963.0,1721.0,5156.0,12289.0,1979.0,1408.0,1816.0,7695.0,5412.0,3487.0,0.0964987419026714,13186.0,165707.0,5026359222.0,0.0401514553916542,30332.811661547188,1,1,1,1,10866,11394,68,11332.0,10130.0,8975.0,0.0054712319096363,0.1247778874629812,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,1104,17,Évry-Courcouronnes,15871.0,79.0,83.0,243.0,0.0,74.0,15.0,371.0,2688.0,3135.0,902.0,1160.0,501.0,569.0,372.0,2385.0,1877.0,1417.0,219825.0,0.1245021723706866,0.1975300863209627,0.0257222258127061,42333.0,1759.0,5419.0,12231.0,2108.0,1506.0,1775.0,8058.0,5694.0,3783.0,0.0334448160535116,13593.0,170059.0,5391883633.0,0.0308660700743212,31705.95871432856,1,1,1,1,10840,11340,68,11394.0,11332.0,10130.0,-0.004739336492891,0.000705965407695,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,1104,17,Évry-Courcouronnes,16130.0,84.0,88.0,244.0,0.0,73.0,16.0,368.0,2758.0,3121.0,924.0,1171.0,533.0,572.0,365.0,2430.0,1919.0,1464.0,224719.0,0.1240034069127582,0.1934903905765654,0.0163190725222104,43211.0,1818.0,5646.0,12249.0,2217.0,1572.0,1738.0,8330.0,5778.0,3863.0,0.0207403207899274,13612.0,173410.0,5741900209.0,0.0013977782682264,33111.701799204195,1,1,1,1,11269,12111,68,11340.0,11394.0,11332.0,0.067989417989418,0.0629278567667193,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,1104,17,Évry-Courcouronnes,16321.0,81.0,95.0,258.0,0.0,70.0,18.0,364.0,2776.0,3125.0,934.0,1166.0,551.0,570.0,361.0,2510.0,1947.0,1495.0,227921.0,0.1239167861826814,0.1914711108387966,0.0118412895226286,,,,,,,,,,,,13687.0,176139.0,5959187941.0,0.0055098442550689,33832.30256218101,1,0,1,1,11389,12449,68,12111.0,11340.0,11394.0,0.0279085129221368,0.0977954144620811,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,1105,18,Fontainebleau-Nemours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512.0,35977.0,940635057.0,0.0031124944419742,26145.45562442672,0,0,1,1,1638,1803,106,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,1105,18,Fontainebleau-Nemours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491.0,34916.0,935300116.0,-0.0046542553191489,26787.149616221788,0,0,1,1,1713,1846,106,1803.0,,,0.023849140321686,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,1105,18,Fontainebleau-Nemours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437.0,34152.0,930380180.0,-0.0120240480961923,27242.33368470368,0,0,1,1,1728,1797,106,1846.0,1803.0,,-0.0265438786565547,-0.0033277870216306,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,1105,18,Fontainebleau-Nemours,,,,,,,,,,,,,,,,,,,,,,,12017.0,756.0,1489.0,3134.0,384.0,440.0,590.0,2114.0,1842.0,1268.0,,4426.0,33723.0,931755926.0,-0.0024791525805724,27629.68674198618,0,1,1,1,1616,1766,106,1797.0,1846.0,1803.0,-0.0172509738452977,-0.0433369447453954,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,1105,18,Fontainebleau-Nemours,,,,,,,,,,,,,,,,,,,,,,,12255.0,776.0,1506.0,3155.0,388.0,479.0,579.0,2154.0,1943.0,1275.0,0.0198052758591995,4457.0,33408.0,934455096.0,0.0070040668775417,27970.997844827587,0,1,1,1,1746,1943,106,1766.0,1797.0,1846.0,0.1002265005662514,0.0812465219810796,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,1105,18,Fontainebleau-Nemours,,,,,,,,,,,,,,,,,,,,,,,12527.0,776.0,1515.0,3178.0,381.0,494.0,591.0,2243.0,2025.0,1324.0,0.0221950224398204,4463.0,33625.0,958828268.0,0.0013461969934933,28515.33882527881,0,1,1,1,1887,2046,106,1943.0,1766.0,1797.0,0.0530108080288214,0.1585503963759909,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,1105,18,Fontainebleau-Nemours,5410.0,163.0,62.0,108.0,0.0,27.0,6.0,185.0,651.0,1022.0,176.0,439.0,100.0,207.0,141.0,722.0,846.0,555.0,48321.0,0.1157165651340538,0.188909426987061,,12776.0,789.0,1538.0,3196.0,433.0,529.0,598.0,2285.0,2063.0,1345.0,0.019877065538437,4494.0,34443.0,991091745.0,0.0069460004481289,28774.837993206165,1,1,1,1,2136,2256,106,2046.0,1943.0,1766.0,0.1026392961876832,0.1610910962429232,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,1105,18,Fontainebleau-Nemours,5448.0,173.0,62.0,104.0,0.0,25.0,6.0,185.0,672.0,1002.0,182.0,445.0,109.0,222.0,139.0,721.0,849.0,552.0,47155.0,0.1142844859744566,0.183920704845815,0.0070240295748613,13564.0,807.0,1598.0,3363.0,480.0,537.0,588.0,2519.0,2244.0,1428.0,0.0616781465247338,4491.0,34760.0,1021673257.0,-0.0006675567423231,29392.211075949366,1,1,1,1,2450,2630,106,2256.0,2046.0,1943.0,0.1657801418439717,0.2854349951124144,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,1105,18,Fontainebleau-Nemours,5596.0,177.0,65.0,107.0,0.0,24.0,7.0,185.0,703.0,1032.0,199.0,467.0,133.0,217.0,142.0,758.0,832.0,548.0,48233.0,0.1133892865372539,0.1844174410293066,0.0271659324522761,14352.0,822.0,1649.0,3562.0,536.0,536.0,610.0,2718.0,2341.0,1578.0,0.0580949572397522,4482.0,35050.0,1043522148.0,-0.002004008016032,29772.38653352354,1,1,1,1,2462,2653,106,2630.0,2256.0,2046.0,0.0087452471482889,0.1759751773049644,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,1105,18,Fontainebleau-Nemours,5595.0,178.0,65.0,108.0,0.0,23.0,7.0,188.0,712.0,1027.0,198.0,465.0,148.0,199.0,148.0,768.0,817.0,544.0,47837.0,0.1129968111129479,0.1835567470956211,-0.0001786990707648,14863.0,898.0,1696.0,3627.0,592.0,538.0,611.0,2844.0,2390.0,1667.0,0.0356047937569676,4460.0,34686.0,970072335.0,-0.0049085229808121,27967.258692267773,1,1,1,1,2832,3043,106,2653.0,2630.0,2256.0,0.1470033923859781,0.1570342205323194,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,1105,18,Fontainebleau-Nemours,5753.0,180.0,66.0,113.0,0.0,23.0,7.0,188.0,751.0,1066.0,206.0,467.0,148.0,206.0,146.0,799.0,809.0,578.0,48453.0,0.1135737371313522,0.1852946288892751,0.0282394995531725,16134.0,961.0,1785.0,3897.0,677.0,572.0,664.0,3183.0,2503.0,1892.0,0.0855143645293683,4591.0,35271.0,1047921479.0,0.0293721973094169,29710.56899435797,1,1,1,1,2985,3204,106,3043.0,2653.0,2630.0,0.0529083141636543,0.2076894082171128,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,1105,18,Fontainebleau-Nemours,5908.0,200.0,68.0,115.0,0.0,24.0,7.0,186.0,764.0,1093.0,205.0,490.0,159.0,212.0,154.0,814.0,838.0,579.0,49227.0,0.1130961930829248,0.185003385240352,0.0269424648009735,16777.0,1001.0,1817.0,3900.0,741.0,630.0,706.0,3410.0,2561.0,2011.0,0.0398537250526838,4713.0,36089.0,1123561550.0,0.0265737312132432,31133.07517526116,1,1,1,1,2948,3128,106,3204.0,3043.0,2653.0,-0.0237203495630461,0.0279329608938547,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,1105,18,Fontainebleau-Nemours,5961.0,207.0,68.0,118.0,0.0,23.0,7.0,178.0,756.0,1074.0,203.0,504.0,173.0,216.0,154.0,832.0,859.0,589.0,49468.0,0.1123227557437947,0.1801711122294917,0.0089708869329723,17116.0,1015.0,1833.0,3833.0,792.0,682.0,664.0,3572.0,2653.0,2072.0,0.0202062347261131,4685.0,36258.0,1184293723.0,-0.0059410142159983,32662.96329085995,1,1,1,1,2967,3265,106,3128.0,3204.0,3043.0,0.0437979539641943,0.0190387016229713,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,1105,18,Fontainebleau-Nemours,5897.0,207.0,68.0,114.0,0.0,22.0,7.0,168.0,726.0,1056.0,208.0,509.0,171.0,221.0,149.0,826.0,859.0,586.0,49872.0,0.1120823242038465,0.1790741054773613,-0.0107364536151652,,,,,,,,,,,,4629.0,36011.0,1204995051.0,-0.0119530416221984,33461.86029268835,1,0,1,1,3014,3381,106,3265.0,3128.0,3204.0,0.0355283307810108,0.0808823529411764,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,1106,19,Marne-la-Vallée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11070.0,141159.0,3985637737.0,0.0196186791931471,28235.09473005618,0,0,1,1,3948,4412,69,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,1106,19,Marne-la-Vallée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11216.0,143174.0,4109199328.0,0.0131887985546521,28700.737061198262,0,0,1,1,3937,4382,69,4412.0,,,-0.0067996373526745,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,1106,19,Marne-la-Vallée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11296.0,144090.0,4189867628.0,0.007132667617689,29078.12914150878,0,0,1,1,4081,4484,69,4382.0,4412.0,,0.0232770424463715,0.0163191296464189,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,1106,19,Marne-la-Vallée,,,,,,,,,,,,,,,,,,,,,,,26738.0,1406.0,3669.0,8237.0,1226.0,1048.0,1403.0,4387.0,3316.0,2046.0,,11395.0,145964.0,4346845760.0,0.008764164305949,29780.25924200488,0,1,1,1,4091,4554,69,4484.0,4382.0,4412.0,0.0156110615521856,0.0392514833409403,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,1106,19,Marne-la-Vallée,,,,,,,,,,,,,,,,,,,,,,,27637.0,1420.0,3762.0,8459.0,1238.0,1131.0,1409.0,4578.0,3534.0,2106.0,0.0336225596529284,11532.0,147752.0,4464791299.0,0.0120228170250109,30218.144586875304,0,1,1,1,4447,4848,69,4554.0,4484.0,4382.0,0.064558629776021,0.0811775200713649,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,1106,19,Marne-la-Vallée,,,,,,,,,,,,,,,,,,,,,,,28357.0,1413.0,3705.0,8678.0,1274.0,1200.0,1448.0,4757.0,3705.0,2177.0,0.0260520316966386,11681.0,151933.0,4624440301.0,0.0129205688518903,30437.365819143964,0,1,1,1,4889,5439,69,4848.0,4554.0,4484.0,0.1219059405940594,0.1943346508563899,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,1106,19,Marne-la-Vallée,12880.0,108.0,59.0,188.0,1.0,118.0,20.0,462.0,1876.0,2925.0,611.0,919.0,368.0,526.0,346.0,1835.0,1385.0,1133.0,183751.0,0.1246099687512055,0.2270962732919254,,29394.0,1417.0,3843.0,8913.0,1346.0,1272.0,1466.0,5015.0,3845.0,2277.0,0.0365694537503966,11782.0,157903.0,4850439252.0,0.0086465199897269,30717.84102898615,1,1,1,1,5797,6149,69,5439.0,4848.0,4554.0,0.1305387019672734,0.2683580858085808,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,1106,19,Marne-la-Vallée,13178.0,109.0,63.0,185.0,1.0,117.0,17.0,465.0,2000.0,2895.0,649.0,985.0,378.0,558.0,342.0,1902.0,1373.0,1139.0,186305.0,0.123367701164307,0.2196843223554409,0.0231366459627329,31239.0,1453.0,3954.0,9406.0,1478.0,1314.0,1531.0,5521.0,4113.0,2469.0,0.0627679118187385,12057.0,164352.0,5090857326.0,0.0233406891868952,30975.329329731307,1,1,1,1,7240,7761,69,6149.0,5439.0,4848.0,0.2621564482029599,0.4269167126309983,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,1106,19,Marne-la-Vallée,13925.0,109.0,72.0,187.0,1.0,119.0,15.0,475.0,2220.0,3031.0,678.0,1076.0,415.0,582.0,357.0,2017.0,1410.0,1161.0,193099.0,0.1241200455118308,0.2176660682226212,0.0566853847321293,33530.0,1522.0,4172.0,10168.0,1603.0,1379.0,1577.0,6017.0,4332.0,2760.0,0.0733378149108485,12347.0,169013.0,5305894723.0,0.0240524176826739,31393.411885476264,1,1,1,1,7651,8169,69,7761.0,6149.0,5439.0,0.0525705450328566,0.3285087006017237,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,1106,19,Marne-la-Vallée,14060.0,115.0,76.0,194.0,1.0,114.0,16.0,461.0,2313.0,3055.0,672.0,1063.0,419.0,560.0,359.0,2083.0,1418.0,1141.0,190982.0,0.1255364329666193,0.2172830725462304,0.0096947935368043,35596.0,1580.0,4385.0,11028.0,1750.0,1428.0,1639.0,6401.0,4536.0,2849.0,0.0616164628690725,12508.0,168875.0,4808562331.0,0.0130396047622904,28474.09226350851,1,1,1,1,9019,9573,69,8169.0,7761.0,6149.0,0.1718692618435549,0.2334750676459218,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,1106,19,Marne-la-Vallée,14753.0,108.0,83.0,189.0,1.0,108.0,15.0,468.0,2465.0,3168.0,702.0,1130.0,495.0,601.0,360.0,2228.0,1467.0,1165.0,197765.0,0.1257814752423224,0.2147359859011726,0.0492887624466571,39026.0,1677.0,4629.0,12136.0,2046.0,1514.0,1744.0,7158.0,4903.0,3219.0,0.0963591414765703,12984.0,169862.0,5105466066.0,0.0380556443875919,30056.552177650094,1,1,1,1,8958,9548,69,9573.0,8169.0,7761.0,-0.0026115115428809,0.168808911739503,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,1106,19,Marne-la-Vallée,15045.0,107.0,85.0,197.0,1.0,107.0,16.0,477.0,2449.0,3222.0,708.0,1157.0,532.0,595.0,367.0,2308.0,1515.0,1202.0,203205.0,0.1252657094629482,0.2141575274177467,0.0197925845590727,40587.0,1742.0,4779.0,11884.0,2207.0,1677.0,1799.0,7797.0,5143.0,3559.0,0.0399989750422795,13368.0,176432.0,5671596444.0,0.0295748613678372,32146.075791239684,1,1,1,1,9582,10141,69,9548.0,9573.0,8169.0,0.0621072475911186,0.0593335422542566,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
