ZE2020,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,source_year,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,target_year
1115,17720,129.0,69.0,224.0,0.0,122.0,37.0,324.0,1620.0,3544.0,517.0,1503.0,769.0,792.0,531.0,3655.0,2152.0,1732.0,315136,2019,0.12864390391798175,0.20626410835214448,0.038747875021982514,2020
1115,17866,130.0,67.0,237.0,0.0,117.0,40.0,329.0,1611.0,3585.0,522.0,1497.0,811.0,791.0,536.0,3697.0,2153.0,1743.0,308516,2020,0.1286806696302232,0.20692936303593418,0.008239277652370314,2021
1115,18453,135.0,65.0,252.0,0.0,114.0,38.0,323.0,1704.0,3690.0,533.0,1529.0,925.0,809.0,554.0,3844.0,2183.0,1755.0,306912,2021,0.1285860279211665,0.2083130114344551,0.03285570357102885,2022
1115,18603,140.0,65.0,251.0,0.0,109.0,37.0,314.0,1736.0,3677.0,559.0,1569.0,938.0,797.0,552.0,3837.0,2237.0,1785.0,304793,2022,0.127833829327502,0.2062570553136591,0.008128759551292442,2023
1115,18739,143.0,65.0,256.0,,116.0,39.0,316.0,1778.0,3686.0,565.0,1571.0,971.0,803.0,557.0,3828.0,2249.0,1796.0,308976,2023,0.1269408333765034,0.20427984417524947,0.007310648820082699,2024
2401,5245,329.0,64.0,152.0,0.0,25.0,10.0,181.0,570.0,930.0,137.0,463.0,43.0,247.0,75.0,623.0,780.0,616.0,63478,2017,0.1103718735261055,0.1773117254528122,,2018
2401,5292,322.0,65.0,152.0,0.0,25.0,11.0,182.0,594.0,925.0,137.0,486.0,47.0,231.0,78.0,650.0,788.0,599.0,62839,2018,0.1104152419345163,0.17479213907785338,0.008960915157292693,2019
2401,5478,357.0,63.0,157.0,0.0,28.0,11.0,186.0,613.0,957.0,145.0,497.0,52.0,259.0,89.0,663.0,811.0,590.0,64255,2019,0.10911300950757793,0.1746987951807229,0.035147392290249435,2020
2401,5501,362.0,52.0,150.0,0.0,25.0,12.0,181.0,634.0,972.0,146.0,483.0,48.0,268.0,88.0,698.0,800.0,582.0,64627,2020,0.1103374934622949,0.17669514633702962,0.004198612632347665,2021
2401,5684,364.0,48.0,157.0,0.0,27.0,13.0,183.0,658.0,1020.0,146.0,510.0,58.0,273.0,94.0,714.0,825.0,594.0,65735,2021,0.11076569116811713,0.17945109078114005,0.03326667878567524,2022
2401,5727,367.0,48.0,157.0,0.0,28.0,11.0,178.0,676.0,1019.0,151.0,518.0,65.0,266.0,103.0,720.0,831.0,589.0,66122,2022,0.1104368125777836,0.17792910773528897,0.0075650950035186515,2023
2401,5796,367.0,47.0,154.0,,27.0,12.0,182.0,670.0,1017.0,156.0,533.0,69.0,269.0,102.0,737.0,835.0,619.0,67096,2023,0.11005978040589616,0.17546583850931677,0.012048192771084265,2024
2402,6048,444.0,81.0,150.0,0.0,30.0,9.0,235.0,581.0,1204.0,158.0,422.0,48.0,302.0,108.0,686.0,1015.0,575.0,68559,2017,0.11507493622448979,0.19907407407407407,,2018
2402,5949,437.0,78.0,136.0,0.0,27.0,9.0,229.0,557.0,1198.0,147.0,441.0,48.0,306.0,101.0,658.0,1012.0,565.0,67818,2018,0.11621212649087251,0.2013783829214994,-0.016369047619047672,2019
2402,6107,500.0,80.0,148.0,0.0,27.0,10.0,231.0,557.0,1210.0,154.0,462.0,52.0,321.0,103.0,656.0,1034.0,562.0,68959,2019,0.11464382691839961,0.19813328966759455,0.026559085560598383,2020
2402,6051,510.0,75.0,139.0,0.0,28.0,11.0,227.0,580.0,1211.0,157.0,455.0,53.0,301.0,102.0,640.0,1027.0,535.0,68446,2020,0.11543053548501048,0.20013220955214014,-0.009169805141640786,2021
2402,6174,532.0,74.0,138.0,0.0,28.0,10.0,236.0,612.0,1214.0,164.0,464.0,58.0,312.0,108.0,652.0,1034.0,538.0,68842,2021,0.11413769080217584,0.19663103336572724,0.02032721864154685,2022
2402,6237,530.0,76.0,141.0,0.0,28.0,10.0,226.0,616.0,1258.0,167.0,490.0,62.0,296.0,107.0,663.0,1029.0,538.0,69568,2022,0.11514831722196374,0.20169953503286836,0.010204081632652962,2023
2402,6297,553.0,75.0,136.0,,26.0,10.0,230.0,607.0,1240.0,170.0,485.0,66.0,312.0,106.0,689.0,1043.0,549.0,70876,2023,0.11426064560488926,0.19691916785771002,0.00962000962000964,2024
2403,5949,252.0,74.0,122.0,0.0,36.0,6.0,218.0,665.0,1170.0,205.0,391.0,97.0,278.0,108.0,794.0,904.0,629.0,73331,2017,0.11529617708385342,0.19667170953101362,,2018
2403,5877,245.0,73.0,124.0,0.0,38.0,5.0,222.0,650.0,1146.0,208.0,390.0,94.0,266.0,100.0,788.0,892.0,636.0,71484,2018,0.11503935145556217,0.19499744767738642,-0.012102874432677768,2019
2403,6105,328.0,68.0,122.0,0.0,40.0,6.0,215.0,675.0,1173.0,222.0,401.0,100.0,278.0,107.0,813.0,913.0,644.0,69648,2019,0.11334807668960004,0.19213759213759213,0.03879530372639106,2020
2403,6098,319.0,69.0,117.0,0.0,40.0,7.0,211.0,676.0,1170.0,224.0,394.0,112.0,279.0,116.0,812.0,915.0,637.0,69851,2020,0.11305041596204811,0.1918661856346343,-0.001146601146601145,2021
2403,6277,330.0,68.0,116.0,0.0,42.0,7.0,217.0,719.0,1215.0,237.0,421.0,116.0,286.0,116.0,828.0,928.0,631.0,70701,2021,0.11309727289563601,0.1935638043651426,0.02935388652017057,2022
2403,6412,346.0,70.0,122.0,0.0,42.0,8.0,211.0,728.0,1216.0,239.0,437.0,128.0,289.0,126.0,867.0,943.0,640.0,71990,2022,0.11210115040848628,0.18964441671865254,0.021507089373904664,2023
2403,6449,337.0,71.0,117.0,,42.0,8.0,215.0,740.0,1213.0,244.0,431.0,131.0,295.0,119.0,907.0,944.0,635.0,73225,2023,0.11252752821552678,0.1880911769266553,0.005770430442919583,2024
2404,1729,188.0,22.0,52.0,0.0,17.0,5.0,72.0,189.0,303.0,58.0,91.0,10.0,77.0,23.0,166.0,284.0,172.0,15717,2017,0.10957199021489303,0.17524580682475419,,2018
2404,1745,185.0,23.0,51.0,0.0,17.0,5.0,71.0,208.0,305.0,62.0,95.0,10.0,76.0,22.0,165.0,278.0,172.0,15541,2018,0.10913572138159786,0.17478510028653296,0.009253903990745993,2019
2404,1830,225.0,22.0,48.0,0.0,19.0,5.0,74.0,217.0,307.0,66.0,97.0,11.0,79.0,22.0,174.0,291.0,173.0,15853,2019,0.10932246409268714,0.16775956284153004,0.04871060171919761,2020
2404,1827,229.0,19.0,46.0,0.0,19.0,5.0,71.0,223.0,306.0,65.0,97.0,12.0,77.0,25.0,186.0,277.0,170.0,15502,2020,0.10912964296124932,0.16748768472906403,-0.0016393442622950616,2021
2404,1852,229.0,21.0,48.0,0.0,18.0,5.0,66.0,233.0,313.0,65.0,104.0,13.0,78.0,23.0,186.0,281.0,169.0,15244,2021,0.10965029925035803,0.16900647948164146,0.013683634373289566,2022
2404,1866,228.0,21.0,44.0,0.0,17.0,4.0,72.0,232.0,326.0,66.0,116.0,18.0,76.0,25.0,176.0,276.0,169.0,15140,2022,0.10919150040953994,0.17470525187566988,0.0075593952483801186,2023
2404,1871,235.0,18.0,49.0,,15.0,4.0,73.0,230.0,310.0,63.0,119.0,21.0,78.0,27.0,183.0,278.0,168.0,15017,2023,0.10766628168955342,0.16568679850347406,0.002679528403001008,2024
2405,6604,699.0,101.0,163.0,0.0,31.0,9.0,269.0,598.0,1214.0,181.0,427.0,60.0,258.0,91.0,657.0,1135.0,711.0,63922,2017,0.1134782032877675,0.18382798304058146,,2018
2405,6486,706.0,92.0,162.0,0.0,28.0,11.0,256.0,589.0,1191.0,174.0,440.0,46.0,252.0,86.0,646.0,1124.0,683.0,63552,2018,0.11431581235382661,0.18362627197039777,-0.017867958812840756,2019
2405,6619,767.0,97.0,159.0,0.0,29.0,12.0,262.0,596.0,1196.0,176.0,442.0,46.0,274.0,76.0,650.0,1165.0,672.0,65060,2019,0.11455658525004622,0.18069194742408218,0.020505704594511176,2020
2405,6617,792.0,92.0,160.0,0.0,30.0,12.0,257.0,594.0,1203.0,179.0,435.0,49.0,265.0,75.0,646.0,1149.0,679.0,63440,2020,0.11480134071524409,0.18180444310110322,-0.0003021604471974415,2021
2405,6738,797.0,92.0,156.0,0.0,31.0,12.0,261.0,624.0,1213.0,180.0,447.0,53.0,262.0,81.0,651.0,1182.0,696.0,63480,2021,0.11483414200027649,0.18002374591867024,0.018286232431615534,2022
2405,6781,828.0,93.0,163.0,0.0,30.0,12.0,257.0,612.0,1216.0,185.0,452.0,56.0,256.0,87.0,658.0,1174.0,702.0,63889,2022,0.11439070639027334,0.17932458339477952,0.00638171564262402,2023
2405,6819,857.0,97.0,154.0,,28.0,13.0,255.0,625.0,1202.0,181.0,451.0,59.0,258.0,84.0,680.0,1191.0,684.0,64854,2023,0.1146478074974944,0.17627218067165273,0.005603893231086898,2024
2406,1520,260.0,20.0,42.0,0.0,8.0,2.0,41.0,137.0,241.0,25.0,136.0,10.0,65.0,22.0,157.0,220.0,134.0,13969,2017,0.1139620844875346,0.17105263157894737,,2018
2406,1503,269.0,21.0,44.0,0.0,7.0,4.0,34.0,130.0,234.0,24.0,136.0,7.0,62.0,21.0,156.0,222.0,132.0,13974,2018,0.11600883396214888,0.17897538256819695,-0.011184210526315796,2019
2406,1523,287.0,25.0,43.0,0.0,7.0,3.0,32.0,133.0,245.0,24.0,136.0,7.0,63.0,23.0,147.0,221.0,127.0,14618,2019,0.11805715729357123,0.18844386080105055,0.013306719893546148,2020
2406,1514,286.0,25.0,37.0,0.0,7.0,3.0,36.0,129.0,242.0,22.0,138.0,10.0,65.0,24.0,160.0,208.0,122.0,14527,2020,0.11714792277798236,0.18890356671070013,-0.005909389363099149,2021
2406,1539,285.0,25.0,38.0,0.0,7.0,3.0,36.0,139.0,243.0,24.0,143.0,7.0,63.0,23.0,164.0,212.0,127.0,14724,2021,0.11676442809668985,0.18518518518518517,0.01651254953764858,2022
2406,1551,278.0,25.0,35.0,0.0,5.0,4.0,39.0,135.0,253.0,24.0,142.0,8.0,64.0,25.0,178.0,213.0,123.0,14941,2022,0.11665982845866792,0.17923920051579625,0.007797270955165692,2023
2406,1565,270.0,26.0,33.0,,4.0,4.0,38.0,140.0,255.0,24.0,145.0,7.0,67.0,25.0,186.0,218.0,123.0,15215,2023,0.1162731067990895,0.17252396166134185,0.009026434558349505,2024
2407,2452,219.0,42.0,77.0,0.0,14.0,7.0,121.0,302.0,416.0,65.0,202.0,13.0,103.0,55.0,220.0,368.0,228.0,23620,2017,0.10469197831646568,0.16965742251223492,,2018
2407,2406,213.0,41.0,71.0,0.0,13.0,6.0,116.0,316.0,403.0,63.0,198.0,14.0,100.0,51.0,219.0,353.0,229.0,23114,2018,0.105202151175124,0.16749792186201165,-0.01876019575856447,2019
2407,2460,231.0,43.0,69.0,0.0,13.0,6.0,120.0,317.0,423.0,62.0,206.0,14.0,101.0,51.0,224.0,353.0,227.0,24006,2019,0.10568874347280058,0.1719512195121951,0.02244389027431426,2020
2407,2455,250.0,43.0,66.0,0.0,13.0,7.0,118.0,323.0,429.0,64.0,203.0,11.0,91.0,40.0,231.0,348.0,218.0,23462,2020,0.10760084784781877,0.17474541751527495,-0.002032520325203291,2021
2407,2506,259.0,43.0,65.0,0.0,12.0,6.0,119.0,339.0,429.0,65.0,212.0,15.0,92.0,41.0,242.0,346.0,221.0,23598,2021,0.10718378047514376,0.17118914604948124,0.02077393075356415,2022
2407,2521,261.0,44.0,67.0,0.0,12.0,6.0,120.0,325.0,426.0,69.0,223.0,16.0,91.0,47.0,240.0,350.0,224.0,23578,2022,0.1056951043995216,0.16898056326854421,0.005985634477254642,2023
2407,2508,263.0,45.0,74.0,,11.0,6.0,118.0,316.0,419.0,68.0,224.0,19.0,88.0,47.0,239.0,346.0,225.0,23810,2023,0.10472771024269387,0.16706539074960128,-0.005156683855612854,2024
2408,1959,296.0,23.0,57.0,0.0,7.0,1.0,71.0,242.0,319.0,44.0,134.0,11.0,71.0,26.0,161.0,321.0,175.0,14155,2017,0.11520681369816825,0.1638591117917305,,2018
2408,1921,277.0,24.0,56.0,0.0,7.0,1.0,72.0,233.0,320.0,42.0,124.0,12.0,81.0,27.0,164.0,319.0,162.0,14033,2018,0.11431204628640787,0.1665799062988027,-0.01939765186319553,2019
2408,1987,307.0,25.0,55.0,0.0,9.0,1.0,71.0,238.0,317.0,44.0,130.0,11.0,85.0,27.0,171.0,333.0,163.0,15184,2019,0.11493049056410706,0.16758933064921994,0.034357105674128086,2020
2408,1972,321.0,23.0,58.0,0.0,9.0,1.0,73.0,245.0,304.0,39.0,127.0,10.0,81.0,31.0,174.0,317.0,159.0,14982,2020,0.11471555118515195,0.1627789046653144,-0.007549068948163096,2021
2408,2041,340.0,25.0,62.0,0.0,10.0,1.0,72.0,254.0,309.0,41.0,138.0,10.0,81.0,30.0,188.0,318.0,162.0,15156,2021,0.11435081082780943,0.16658500734933857,0.03498985801217036,2022
2408,2066,352.0,25.0,63.0,0.0,9.0,1.0,72.0,251.0,323.0,39.0,145.0,12.0,81.0,31.0,189.0,310.0,163.0,15111,2022,0.11472707524864376,0.17037754114230397,0.012248897599216102,2023
2408,2052,357.0,25.0,64.0,,8.0,1.0,74.0,248.0,309.0,43.0,141.0,13.0,82.0,32.0,189.0,307.0,159.0,15147,2023,0.11389876847197049,0.1739766081871345,-0.006776379477250738,2024
2409,3421,196.0,39.0,88.0,0.0,25.0,5.0,147.0,485.0,698.0,127.0,242.0,37.0,122.0,56.0,328.0,516.0,310.0,34399,2017,0.11589874975658454,0.20403390821397252,,2018
2409,3462,198.0,37.0,85.0,0.0,21.0,5.0,149.0,501.0,696.0,128.0,262.0,41.0,133.0,56.0,329.0,510.0,311.0,33917,2018,0.11501267704392096,0.20103986135181975,0.01198479976615019,2019
2409,3579,233.0,42.0,78.0,0.0,21.0,5.0,147.0,517.0,694.0,135.0,276.0,46.0,135.0,55.0,346.0,525.0,324.0,34607,2019,0.11329484705612144,0.19390891310421907,0.03379549393414205,2020
2409,3587,243.0,39.0,84.0,0.0,21.0,6.0,150.0,534.0,689.0,136.0,270.0,43.0,138.0,57.0,342.0,521.0,314.0,34206,2020,0.11292979503704521,0.19208252021187622,0.002235261246158249,2021
2409,3690,251.0,42.0,88.0,0.0,19.0,6.0,153.0,554.0,708.0,139.0,271.0,49.0,145.0,58.0,363.0,528.0,316.0,34412,2021,0.11269423696946997,0.191869918699187,0.028714803456927784,2022
2409,3693,247.0,41.0,86.0,0.0,19.0,6.0,143.0,555.0,723.0,140.0,290.0,45.0,142.0,51.0,359.0,523.0,323.0,35000,2022,0.1141579831839117,0.1957757920389927,0.0008130081300812275,2023
2409,3703,242.0,41.0,88.0,,18.0,7.0,144.0,561.0,708.0,144.0,290.0,46.0,146.0,55.0,377.0,523.0,313.0,35411,2023,0.11303816912358908,0.1911963273021874,0.002707825616030224,2024
2410,12457,349.0,99.0,235.0,0.0,69.0,19.0,414.0,1403.0,2311.0,453.0,909.0,259.0,667.0,258.0,1754.0,1715.0,1543.0,179977,2017,0.11394153905006796,0.185518182547965,,2018
2410,12502,342.0,97.0,238.0,0.0,72.0,19.0,399.0,1446.0,2306.0,450.0,938.0,269.0,664.0,256.0,1772.0,1704.0,1530.0,178691,2018,0.11389604315045315,0.1844504879219325,0.003612426748013098,2019
2410,12893,406.0,90.0,237.0,0.0,70.0,18.0,420.0,1479.0,2348.0,473.0,973.0,284.0,665.0,266.0,1852.0,1756.0,1556.0,181191,2019,0.11315651416254167,0.18211432560304042,0.03127499600063999,2020
2410,13055,418.0,84.0,230.0,0.0,74.0,17.0,417.0,1517.0,2363.0,486.0,987.0,291.0,668.0,281.0,1896.0,1792.0,1534.0,181273,2020,0.11311692085498101,0.18100344695518958,0.012564957729000126,2021
2410,13374,418.0,86.0,235.0,0.0,73.0,16.0,410.0,1611.0,2409.0,526.0,1019.0,304.0,682.0,288.0,1954.0,1805.0,1538.0,184151,2021,0.11297271674913271,0.18012561686855091,0.024435082343929437,2022
2410,13582,420.0,87.0,238.0,0.0,70.0,16.0,401.0,1626.0,2439.0,541.0,1043.0,327.0,693.0,308.0,1979.0,1842.0,1552.0,212145,2022,0.11264577679003417,0.1795759092917096,0.015552564677732805,2023
2410,13651,424.0,91.0,237.0,,72.0,16.0,391.0,1658.0,2420.0,562.0,1046.0,321.0,706.0,313.0,1989.0,1861.0,1544.0,193562,2023,0.11226572224780643,0.177276390008058,0.0050802532763951636,2024
2411,1718,124.0,26.0,46.0,0.0,13.0,2.0,97.0,228.0,306.0,57.0,87.0,12.0,61.0,25.0,179.0,293.0,162.0,17418,2017,0.11275937447908269,0.1781140861466822,,2018
2411,1690,122.0,26.0,43.0,0.0,13.0,2.0,88.0,229.0,293.0,58.0,98.0,11.0,66.0,24.0,169.0,287.0,161.0,17254,2018,0.11151150169811981,0.17337278106508874,-0.016298020954598424,2019
2411,1784,143.0,25.0,41.0,0.0,14.0,2.0,86.0,241.0,309.0,61.0,106.0,10.0,67.0,28.0,177.0,304.0,170.0,17886,2019,0.11213527318063905,0.17320627802690583,0.0556213017751479,2020
2411,1747,141.0,24.0,40.0,0.0,15.0,2.0,88.0,239.0,302.0,59.0,98.0,11.0,70.0,22.0,178.0,292.0,166.0,17365,2020,0.11187679983905681,0.1728677733257012,-0.020739910313901322,2021
2411,1806,143.0,26.0,38.0,0.0,16.0,3.0,86.0,259.0,310.0,64.0,108.0,17.0,72.0,24.0,180.0,299.0,161.0,17666,2021,0.111276059008424,0.1716500553709856,0.03377218088151124,2022
2411,1792,142.0,26.0,40.0,0.0,13.0,2.0,90.0,242.0,305.0,71.0,110.0,16.0,70.0,23.0,187.0,296.0,159.0,17573,2022,0.10992369359853316,0.17020089285714285,-0.007751937984496138,2023
2411,1790,142.0,28.0,41.0,,14.0,2.0,88.0,242.0,305.0,68.0,106.0,16.0,67.0,22.0,192.0,296.0,161.0,17690,2023,0.11037483224618456,0.17039106145251395,-0.0011160714285713969,2024
2412,2900,284.0,25.0,99.0,0.0,16.0,4.0,128.0,392.0,511.0,77.0,228.0,13.0,90.0,63.0,252.0,445.0,273.0,24115,2017,0.11043186682520809,0.17620689655172414,,2018
2412,2905,302.0,23.0,103.0,0.0,14.0,4.0,133.0,400.0,490.0,81.0,234.0,17.0,93.0,68.0,229.0,442.0,272.0,23804,2018,0.10866314532780741,0.1686746987951807,0.0017241379310344307,2019
2412,2982,337.0,20.0,101.0,0.0,12.0,3.0,131.0,410.0,488.0,82.0,239.0,18.0,101.0,71.0,239.0,458.0,272.0,24635,2019,0.10885883150456503,0.1636485580147552,0.026506024096385472,2020
2412,2954,350.0,21.0,96.0,0.0,13.0,4.0,128.0,396.0,489.0,74.0,241.0,17.0,99.0,71.0,247.0,441.0,267.0,24106,2020,0.10888349409978047,0.16553825321597834,-0.009389671361502372,2021
2412,2974,354.0,21.0,97.0,0.0,12.0,3.0,121.0,423.0,505.0,72.0,247.0,17.0,95.0,71.0,242.0,456.0,238.0,24507,2021,0.11166107158702028,0.16980497646267653,0.00677048070413,2022
2412,3036,358.0,24.0,101.0,0.0,11.0,3.0,118.0,433.0,515.0,69.0,257.0,17.0,95.0,73.0,259.0,448.0,255.0,24942,2022,0.11109245054080936,0.16963109354413702,0.020847343644922578,2023
2412,3028,367.0,26.0,104.0,,10.0,4.0,115.0,416.0,503.0,63.0,251.0,21.0,97.0,79.0,272.0,447.0,253.0,25076,2023,0.10976919076728169,0.16611624834874505,-0.0026350461133070047,2024
2413,15375,614.0,137.0,329.0,0.0,77.0,21.0,564.0,1561.0,2975.0,436.0,1349.0,307.0,827.0,313.0,2027.0,2114.0,1724.0,188532,2017,0.11232155674532354,0.19349593495934958,,2018
2413,15306,610.0,138.0,332.0,0.0,74.0,21.0,557.0,1573.0,2941.0,440.0,1359.0,318.0,819.0,300.0,2021.0,2116.0,1687.0,187857,2018,0.11205518661092537,0.1921468705082974,-0.0044878048780487845,2019
2413,15790,662.0,128.0,338.0,0.0,71.0,22.0,554.0,1626.0,3008.0,439.0,1420.0,328.0,843.0,325.0,2126.0,2170.0,1730.0,192683,2019,0.11201447433280617,0.19050031665611147,0.03162158630602385,2020
2413,15822,679.0,124.0,335.0,0.0,71.0,22.0,538.0,1647.0,2998.0,449.0,1440.0,315.0,856.0,331.0,2187.0,2118.0,1712.0,192873,2020,0.11185294702132836,0.1894829983567185,0.0020265991133627814,2021
2413,16358,700.0,121.0,334.0,0.0,68.0,22.0,559.0,1705.0,3110.0,469.0,1506.0,360.0,890.0,342.0,2288.0,2148.0,1736.0,194185,2021,0.11174845160119418,0.1901210416921384,0.033876880293262523,2022
2413,16680,710.0,124.0,342.0,0.0,72.0,23.0,556.0,1700.0,3162.0,468.0,1556.0,399.0,907.0,359.0,2334.0,2193.0,1775.0,198704,2022,0.1114139407898142,0.189568345323741,0.019684558014427145,2023
2413,16814,719.0,124.0,329.0,,73.0,25.0,535.0,1715.0,3186.0,479.0,1547.0,394.0,904.0,367.0,2379.0,2221.0,1817.0,202697,2023,0.11194606940024279,0.18948495301534435,0.008033573141486894,2024
2414,2082,221.0,36.0,54.0,0.0,16.0,4.0,101.0,283.0,339.0,40.0,116.0,21.0,92.0,28.0,163.0,373.0,195.0,19064,2017,0.11234948291978913,0.17915465898174832,,2018
2414,2096,231.0,40.0,54.0,0.0,16.0,3.0,105.0,281.0,332.0,41.0,127.0,21.0,89.0,30.0,171.0,360.0,195.0,18891,2018,0.10978062540061767,0.1717557251908397,0.00672430355427478,2019
2414,2167,254.0,37.0,51.0,0.0,17.0,3.0,114.0,293.0,339.0,41.0,129.0,21.0,97.0,28.0,181.0,368.0,194.0,19444,2019,0.11016593450143307,0.169820027688048,0.03387404580152675,2020
2414,2130,255.0,27.0,51.0,0.0,16.0,2.0,112.0,287.0,343.0,41.0,136.0,21.0,102.0,30.0,177.0,345.0,185.0,19046,2020,0.1096956071326236,0.1619718309859155,-0.017074296262113542,2021
2414,2188,257.0,27.0,49.0,0.0,16.0,2.0,109.0,312.0,347.0,39.0,139.0,26.0,105.0,31.0,192.0,357.0,180.0,19127,2021,0.11056026055365982,0.16316270566727606,0.027230046948356845,2022
2414,2256,271.0,26.0,49.0,0.0,16.0,2.0,107.0,312.0,355.0,41.0,147.0,29.0,105.0,35.0,212.0,361.0,188.0,19360,2022,0.10975185164227153,0.1600177304964539,0.031078610603290757,2023
2414,2262,266.0,25.0,50.0,,16.0,2.0,109.0,322.0,360.0,46.0,145.0,34.0,109.0,29.0,221.0,353.0,175.0,19687,2023,0.10952491515923328,0.15915119363395225,0.0026595744680850686,2024
2415,1306,76.0,18.0,34.0,0.0,12.0,2.0,77.0,136.0,242.0,55.0,112.0,12.0,42.0,28.0,125.0,205.0,130.0,12402,2017,0.10741095990000211,0.18529862174578868,,2018
2415,1280,78.0,18.0,32.0,0.0,12.0,2.0,76.0,132.0,223.0,51.0,115.0,13.0,44.0,23.0,130.0,212.0,119.0,12256,2018,0.10679565429687501,0.17421875,-0.019908116385911168,2019
2415,1314,89.0,19.0,31.0,0.0,13.0,3.0,76.0,147.0,226.0,49.0,115.0,11.0,49.0,27.0,135.0,211.0,113.0,12379,2019,0.1055684132246339,0.1719939117199391,0.026562500000000044,2020
2415,1301,87.0,18.0,32.0,0.0,13.0,2.0,75.0,154.0,224.0,51.0,115.0,11.0,48.0,24.0,129.0,208.0,110.0,12312,2020,0.10601376225111529,0.17217524980784013,-0.009893455098934578,2021
2415,1351,99.0,15.0,34.0,0.0,12.0,2.0,75.0,158.0,234.0,54.0,123.0,17.0,47.0,23.0,141.0,204.0,113.0,12565,2021,0.10520101621684408,0.17320503330866024,0.03843197540353582,2022
2415,1366,102.0,17.0,34.0,0.0,12.0,2.0,70.0,161.0,242.0,50.0,126.0,14.0,44.0,22.0,139.0,213.0,118.0,12452,2022,0.10771315079240881,0.17715959004392387,0.011102886750555152,2023
2415,1395,109.0,17.0,33.0,,13.0,2.0,73.0,168.0,244.0,50.0,125.0,16.0,49.0,20.0,135.0,211.0,130.0,12591,2023,0.10655001862771547,0.17491039426523297,0.021229868228404003,2024
2701,1329,136.0,7.0,37.0,0.0,1.0,0.0,58.0,144.0,250.0,28.0,96.0,12.0,42.0,17.0,133.0,244.0,124.0,10349,2017,0.1196399585334051,0.18811136192626035,,2018
2701,1303,133.0,8.0,34.0,0.0,1.0,0.0,58.0,135.0,241.0,26.0,94.0,14.0,45.0,16.0,134.0,246.0,118.0,10223,2018,0.11954524920058734,0.18879508825786645,-0.019563581640331118,2019
2701,1308,140.0,8.0,34.0,0.0,1.0,0.0,58.0,140.0,242.0,26.0,97.0,11.0,47.0,16.0,134.0,242.0,112.0,10246,2019,0.11928709704570324,0.18501529051987767,0.0038372985418264616,2020
2701,1289,141.0,7.0,33.0,0.0,1.0,0.0,57.0,144.0,238.0,28.0,97.0,10.0,44.0,13.0,136.0,235.0,105.0,10115,2020,0.119645192567533,0.18463925523661753,-0.014525993883792054,2021
2701,1350,147.0,6.0,35.0,0.0,1.0,0.0,53.0,150.0,254.0,28.0,111.0,10.0,47.0,15.0,142.0,243.0,108.0,10068,2021,0.12028093278463649,0.18814814814814815,0.04732350659425921,2022
2701,1373,159.0,6.0,33.0,0.0,1.0,0.0,53.0,143.0,257.0,27.0,119.0,10.0,49.0,17.0,140.0,241.0,118.0,10129,2022,0.11935469668123508,0.18718135469774216,0.01703703703703696,2023
2701,1374,160.0,6.0,30.0,,1.0,,53.0,133.0,248.0,29.0,127.0,12.0,50.0,17.0,140.0,248.0,120.0,10076,2023,0.1186232570359494,0.1804949053857351,0.0007283321194464509,2024
2702,6086,676.0,71.0,146.0,0.0,29.0,7.0,220.0,639.0,1108.0,150.0,416.0,52.0,245.0,73.0,611.0,1092.0,551.0,62281,2017,0.11613601906467375,0.18205718041406507,,2018
2702,6019,672.0,72.0,146.0,0.0,28.0,8.0,221.0,634.0,1076.0,150.0,419.0,48.0,256.0,73.0,595.0,1072.0,549.0,61900,2018,0.11491949635811567,0.17876723708257186,-0.011008872822872218,2019
2702,6100,706.0,69.0,144.0,0.0,27.0,9.0,221.0,647.0,1070.0,152.0,439.0,56.0,268.0,80.0,622.0,1036.0,554.0,63243,2019,0.11290980919107768,0.17540983606557378,0.013457384947665796,2020
2702,6073,715.0,65.0,138.0,0.0,25.0,9.0,223.0,634.0,1092.0,148.0,438.0,65.0,256.0,79.0,621.0,1021.0,544.0,62540,2020,0.11369213403345635,0.1798122838794665,-0.004426229508196711,2021
2702,6240,737.0,68.0,147.0,0.0,24.0,8.0,220.0,638.0,1144.0,149.0,477.0,72.0,255.0,92.0,648.0,1013.0,548.0,62600,2021,0.11323250534188033,0.18333333333333332,0.02749876502552273,2022
2702,6286,763.0,62.0,149.0,0.0,23.0,9.0,207.0,658.0,1112.0,150.0,477.0,74.0,259.0,96.0,651.0,1027.0,569.0,62458,2022,0.11275236628746071,0.1769010499522749,0.007371794871794846,2023
